DIN,FullName,GenericName,BrandName,Dosage,DosageForm
11916,BETAMETHASONE VALERATE 0.05 % KA,BETAMETHASONE VALERATE,Betnovate , 0.05 % KA,CREAM (G)
11924,BETAMETHASONE VALERATE 0.1 % KA,BETAMETHASONE VALERATE,Betnovate, 0.1 % KA,CREAM (G)
11932,BETAMETHASONE VALERATE 0.05 % SK,BETAMETHASONE VALERATE,Betnovate , 0.05 % SK,LOTION
11940,BETAMETHASONE VALERATE 0.1 % SK,BETAMETHASONE VALERATE,Betnovate Lot, 0.1 % SK,LOTION
12033,AMINOPHYLLINE 250MG/10ML HV,AMINOPHYLLINE,Aminophylline, 250MG/10ML HV,VIAL
12041,AMINOPHYLLINE 50 MG/ML HH,AMINOPHYLLINE,Aminophylline, 50 MG/ML HH,AMPUL
12076,ATROPINE SULFATE 0.6 MG/ML HV,ATROPINE SULFATE,Atropine Sulphate, 0.6 MG/ML HV,VIAL
12084,CALCIUM GLUCONATE 100 MG/ML HV,CALCIUM GLUCONATE,Gluconate Calcium, 100 MG/ML HV,VIAL
12149,PARALDEHYDE 100 % HH,PARALDEHYDE,Paraldehyde, 100 % HH,AMPUL
12173,BETAMETHASONE SODIUM PHOSPHATE 0.1 % SO,BETAMETHASONE SODIUM PHOSPHATE,Betnesol Eye And Ear Drops, 0.1 % SO,DROPS
12181,BETAMETHASONE SODIUM PHOSPHATE 5 MG/100ML SF,BETAMETHASONE SODIUM PHOSPHATE,Betnesol Retention Enemas, 5 MG/100ML SF,ENEMA
12211,BETAMETHASONE 500 MCG TA,BETAMETHASONE,Betnelan, 500 MCG TA,TABLET
12246,"GRISEOFULVIN, MICROSIZE 125 MG TA","GRISEOFULVIN, MICROSIZE",Grisovin Fp, 125 MG TA,TABLET
12254,"GRISEOFULVIN, MICROSIZE 250 MG TA","GRISEOFULVIN, MICROSIZE",Grisovin Fp, 250 MG TA,TABLET
12262,"GRISEOFULVIN, MICROSIZE 500 MG TA","GRISEOFULVIN, MICROSIZE",Grisovin Fp, 500 MG TA,TABLET
12351,BACITRACIN 500 UNIT/G OA,BACITRACIN,Bacitracin Ont, 500 UNIT/G OA,OINT. (G)
12378,BETAMETHASONE VALERATE 0.05 % OA,BETAMETHASONE VALERATE,Betnovate , 0.05 % OA,OINT. (G)
12386,BETAMETHASONE VALERATE 0.1 % OA,BETAMETHASONE VALERATE,Betnovate Ont, 0.1 % OA,OINT. (G)
12483,DOCUSATE CALCIUM 50 MG CA,DOCUSATE CALCIUM,Surfak  , 50 MG CA,CAPSULE
12491,DOCUSATE CALCIUM 240 MG CA,DOCUSATE CALCIUM,Surfak , 240 MG CA,CAPSULE
12521,ROLITETRACYCLINE 275 MG HS,ROLITETRACYCLINE,Reverin, 275 MG HS,VIAL
12580,FUROSEMIDE 40 MG TA,FUROSEMIDE,Lasixs, 40 MG TA,TABLET
12599,GLYBURIDE 5 MG TA,GLYBURIDE,Diabeta, 5 MG TA,TABLET
12602,TOLBUTAMIDE 500 MG TA,TOLBUTAMIDE,Orinase, 500 MG TA,TABLET
12610,TOLBUTAMIDE 1 G TA,TOLBUTAMIDE,Orinase, 1 G TA,TABLET
12629,CHLORDIAZEPOXIDE HCL 5 MG CA,CHLORDIAZEPOXIDE HCL,Librium, 5 MG CA,CAPSULE
12637,CHLORDIAZEPOXIDE HCL 10 MG CA,CHLORDIAZEPOXIDE HCL,Librium, 10 MG CA,CAPSULE
12645,CHLORDIAZEPOXIDE HCL 25 MG CA,CHLORDIAZEPOXIDE HCL,Librium, 25 MG CA,CAPSULE
12696,FLURAZEPAM HCL 15 MG CA,FLURAZEPAM HCL,Dalmane, 15 MG CA,CAPSULE
12718,FLURAZEPAM HCL 30 MG CA,FLURAZEPAM HCL,Dalmane, 30 MG CA,CAPSULE
12742,METHYPRYLON 300 MG CA,METHYPRYLON,Noludar, 300 MG CA,CAPSULE
12750,PROCARBAZINE HCL 50 MG CA,PROCARBAZINE HCL,Matulane, 50 MG CA,CAPSULE
12815,CHLORDIAZEPOXIDE HCL 100 MG HR,CHLORDIAZEPOXIDE HCL,Librium, 100 MG HR,AMPUL
12823,ALPHAPRODINE HCL 40 MG/ML HH,ALPHAPRODINE HCL,Nisentil, 40 MG/ML HH,AMPUL
12831,ALPHAPRODINE HCL 60 MG/ML HV,ALPHAPRODINE HCL,Nisentil, 60 MG/ML HV,VIAL
12866,ASCORBIC ACID 250 MG/ML HV,ASCORBIC ACID,Redoxon, 250 MG/ML HV,VIAL
12874,DIAZEPAM 5 MG/ML HH,DIAZEPAM,Valium Roche, 5 MG/ML HH,AMPUL
12882,FLUOROURACIL 5 G/100 ML HV,FLUOROURACIL,Fluorouracilection, 5 G/100 ML HV,VIAL
12904,LEVORPHANOL TARTRATE 2 MG/ML HH,LEVORPHANOL TARTRATE,Levodromoran, 2 MG/ML HH,AMPUL
12912,MENADIOL SODIUM DIPHOSPHATE 5 MG/ML HH,MENADIOL SODIUM DIPHOSPHATE,Synkavite, 5 MG/ML HH,AMPUL
12920,MENADIOL SODIUM DIPHOSPHATE 10 MG/ML HH,MENADIOL SODIUM DIPHOSPHATE,Synkavite, 10 MG/ML HH,AMPUL
12955,NEOSTIGMINE METHYLSULFATE 0.5 MG/ML HV,NEOSTIGMINE METHYLSULFATE,Prostigmin (1:2000), 0.5 MG/ML HV,VIAL
12963,OPIUM 20 MG/ML HH,OPIUM,Pantopon, 20 MG/ML HH,AMPUL
12971,PHYTONADIONE (VIT K1) 1MG/0.5ML HH,PHYTONADIONE (VIT K1),Konakion, 1MG/0.5ML HH,AMPUL
13064,EDROPHONIUM CHLORIDE 10 MG/ML HV,EDROPHONIUM CHLORIDE,Tensilon, 10 MG/ML HV,VIAL
13072,TRIMETHAPHAN CAMSYLATE 50 MG/ML HH,TRIMETHAPHAN CAMSYLATE,Arfonad, 50 MG/ML HH,AMPUL
13110,DIAZEPAM 5 MG/5 ML SJ,DIAZEPAM,Valium Oral Suspension, 5 MG/5 ML SJ,SOLUTION
13234,CHLORPROTHIXENE 15 MG TA,CHLORPROTHIXENE,Tarasan, 15 MG TA,TABLET
13242,CHLORPROTHIXENE 50 MG TA,CHLORPROTHIXENE,Tarasan, 50 MG TA,TABLET
13277,DIAZEPAM 2 MG TA,DIAZEPAM,Valium, 2 MG TA,TABLET
13285,DIAZEPAM 5 MG TA,DIAZEPAM,Valium, 5 MG TA,TABLET
13293,DIAZEPAM 10 MG TA,DIAZEPAM,Valium, 10 MG TA,TABLET
13307,ISOCARBOXAZID 10 MG TA,ISOCARBOXAZID,Marplan, 10 MG TA,TABLET
13323,ISONIAZID 100 MG TA,ISONIAZID,Rimifon, 100 MG TA,TABLET
13331,LEVODOPA 250 MG TA,LEVODOPA,Larodopa, 250 MG TA,TABLET
13358,LEVODOPA 500 MG TA,LEVODOPA,Larodopa, 500 MG TA,TABLET
13366,LEVORPHANOL TARTRATE 2 MG TA,LEVORPHANOL TARTRATE,Levodromoran, 2 MG TA,TABLET
13374,MENADIOL SODIUM DIPHOSPHATE 5 MG TA,MENADIOL SODIUM DIPHOSPHATE,Synkavite, 5 MG TA,TABLET
13382,NEOSTIGMINE BROMIDE 15 MG TA,NEOSTIGMINE BROMIDE,Prostigmin, 15 MG TA,TABLET
13404,PYRIDOSTIGMINE BROMIDE 60 MG TA,PYRIDOSTIGMINE BROMIDE,Mestinon, 60 MG TA,TABLET
13412,SULFAMETHOXAZOLE 500 MG TA,SULFAMETHOXAZOLE,Gantanol, 500 MG TA,TABLET
13420,SULFISOXAZOLE 500 MG TA,SULFISOXAZOLE,Gantrisin, 500 MG TA,TABLET
13447,ASCORBIC ACID 1000 MG TF,ASCORBIC ACID,Redoxon Effervescent Regular, 1000 MG TF,TABLET EFF
13544,CYCLOPHOSPHAMIDE 200 MG HS,CYCLOPHOSPHAMIDE,Procytox Vial, 200 MG HS,VIAL
13552,CYCLOPHOSPHAMIDE 1 G HS,CYCLOPHOSPHAMIDE,Procytox Vial, 1 G HS,VIAL
13560,DIMENHYDRINATE 10 MG/ML HH,DIMENHYDRINATE,Gravol Ampoules, 10 MG/ML HH,AMPUL
13579,DIMENHYDRINATE 50 MG/ML HV,DIMENHYDRINATE,Gravol Im, 50 MG/ML HV,VIAL
13587,DIETHYLSTILBESTROL DIPHOSPHATE 50 MG/ML HH,DIETHYLSTILBESTROL DIPHOSPHATE,Honvol Ampoules, 50 MG/ML HH,AMPUL
13595,DIMENHYDRINATE 50 MG QA,DIMENHYDRINATE,Gravol Junior Suppositories, 50 MG QA,SUPP.RECT
13609,DIMENHYDRINATE 100 MG QA,DIMENHYDRINATE,Gravol Suppositories, 100 MG QA,SUPP.RECT
13617,SIMETHICONE 40 MG/ML SN,SIMETHICONE,Ovol Drops, 40 MG/ML SN,DROPS SUSP
13625,"MAGNESIUM, ALUMINUM HYDROXIDE 200-200/5 SC","MAGNESIUM, ALUMINUM HYDROXIDE",Univol Suspension, 200-200/5 SC,ORAL SUSP
13668,ACETAMINOPHEN 500 MG TA,ACETAMINOPHEN,Atasol Forte, 500 MG TA,TABLET
13730,CHLORPROPAMIDE 250 MG TA,CHLORPROPAMIDE,Stabinol, 250 MG TA,TABLET
13749,CYCLOPHOSPHAMIDE 50 MG TA,CYCLOPHOSPHAMIDE,Procytoxlets, 50 MG TA,TABLET
13781,DIETHYLSTILBESTROL DIPHOSPHATE 100 MG TA,DIETHYLSTILBESTROL DIPHOSPHATE,Honvollets, 100 MG TA,TABLET
13803,DIMENHYDRINATE 50 MG TA,DIMENHYDRINATE,Gravollets, 50 MG TA,TABLET
13811,SIMETHICONE 40 MG TC,SIMETHICONE,Ovollets, 40 MG TC,TAB CHEW
13838,"MAGNESIUM, ALUMINUM HYDROXIDE 200-200 MG TC","MAGNESIUM, ALUMINUM HYDROXIDE",Diovollets, 200-200 MG TC,TAB CHEW
13846,MEPROBAMATE 400 MG TA,MEPROBAMATE,Miltownlets, 400 MG TA,TABLET
13897,TRIFLUOPERAZINE HCL 1 MG TA,TRIFLUOPERAZINE HCL,Solazine, 1 MG TA,TABLET
13900,TRIFLUOPERAZINE HCL 2 MG TA,TRIFLUOPERAZINE HCL,Solazine, 2 MG TA,TABLET
13919,TRIFLUOPERAZINE HCL 5 MG TA,TRIFLUOPERAZINE HCL,Solazine, 5 MG TA,TABLET
13927,TRIFLUOPERAZINE HCL 10 MG TA,TRIFLUOPERAZINE HCL,Solazine, 10 MG TA,TABLET
13935,DIMERCAPROL 100 MG/ML HH,DIMERCAPROL,Bal In Oil Ampules, 100 MG/ML HH,AMPUL
13994,MINERAL OIL  SQ,MINERAL OIL  SQ,Paraffinol,,OIL
14060,MORPHINE SULFATE 15 MG/ML HV,MORPHINE SULFATE,Morphine Sulphate, 15 MG/ML HV,VIAL
14591,MINOCYCLINE HCL 100 MG CA,MINOCYCLINE HCL,Minocin, 100 MG CA,CAPSULE
14605,TETRACYCLINE HCL 250 MG CA,TETRACYCLINE HCL,Achromycin V, 250 MG CA,CAPSULE
14621,TRIAMCINOLONE ACETONIDE 0.1 % KA,TRIAMCINOLONE ACETONIDE,Aristocort R, 0.1 % KA,CREAM (G)
14648,TRIAMCINOLONE ACETONIDE 0.5 % KA,TRIAMCINOLONE ACETONIDE,Aristocort C, 0.5 % KA,CREAM (G)
14656,TRIHEXYPHENIDYL HCL 2 MG/5 ML SE,TRIHEXYPHENIDYL HCL,Artane Elx, 2 MG/5 ML SE,ELIXIR
14672,ACETAZOLAMIDE SODIUM 500 MG HS,ACETAZOLAMIDE SODIUM,Diamox Sodium, 500 MG HS,VIAL
14729,TETRACYCLINE HCL 250 MG HS,TETRACYCLINE HCL,Achromycin Im, 250 MG HS,VIAL
14753,TETRACYCLINE HCL 500 MG HS,TETRACYCLINE HCL,Achromycin, 500 MG HS,VIAL
14796,FOLIC ACID 5 MG/ML HV,FOLIC ACID,Folvite, 5 MG/ML HV,VIAL
14818,LEUCOVORIN CALCIUM 3 MG/ML HH,LEUCOVORIN CALCIUM,Leucovorin Calcium, 3 MG/ML HH,AMPUL
14834,TRIAMCINOLONE DIACETATE 25 MG/ML HV,TRIAMCINOLONE DIACETATE,Aristocort Intralesional, 25 MG/ML HV,VIAL
14842,TRIAMCINOLONE DIACETATE 40 MG/ML HV,TRIAMCINOLONE DIACETATE,Aristocort Forte, 40 MG/ML HV,VIAL
14850,NYSTATIN 100000/ML SC,NYSTATIN,Nilstat Oral, 100000/ML SC,ORAL SUSP
14893,TRIAMCINOLONE DIACETATE 2 MG/5 ML ST,TRIAMCINOLONE DIACETATE,Aristocort Syr, 2 MG/5 ML ST,SYRUP
14907,ACETAZOLAMIDE 250 MG TA,ACETAZOLAMIDE,Diamox, 250 MG TA,TABLET
14915,METHOTREXATE 2.5 MG TA,METHOTREXATE,Methotrexate, 2.5 MG TA,TABLET
14923,AMINOPHYLLINE 100 MG TA,AMINOPHYLLINE,Aminophylline, 100 MG TA,TABLET
14931,AMINOPHYLLINE 200 MG TA,AMINOPHYLLINE,Aminophylline, 200 MG TA,TABLET
14958,CALCIUM CARBIMIDE 50 MG TA,CALCIUM CARBIMIDE,Temposil, 50 MG TA,TABLET
14974,NYSTATIN 500K UNIT TA,NYSTATIN,Nilstat Orl, 500K UNIT TA,TABLET
14982,PENICILLIN V POTASSIUM 250 MG TA,PENICILLIN V POTASSIUM,Ledercillin Vk, 250 MG TA,TABLET
14990,QUINETHAZONE 50 MG TA,QUINETHAZONE,Aquamox, 50 MG TA,TABLET
15016,TRIAMCINOLONE 2 MG TA,TRIAMCINOLONE,Aristocort, 2 MG TA,TABLET
15024,TRIAMCINOLONE 4 MG UD,TRIAMCINOLONE,Aristocort, 4 MG UD,TAB DS PK
15040,TRIHEXYPHENIDYL HCL 2 MG TA,TRIHEXYPHENIDYL HCL,Artane, 2 MG TA,TABLET
15059,TRIHEXYPHENIDYL HCL 5 MG TA,TRIHEXYPHENIDYL HCL,Artane, 5 MG TA,TABLET
15067,NYSTATIN 100K UNIT TA,NYSTATIN,Nilstat Vag, 100K UNIT TA,TABLET
15075,CHLORTETRACYCLINE HCL 1 % OA,CHLORTETRACYCLINE HCL,Aureomycin Ont Oph, 1 % OA,OINT. (G)
15083,TETRACYCLINE HCL 1 % OA,TETRACYCLINE HCL,Achromycin Ont Oph, 1 % OA,OINT. (G)
15091,CHLORTETRACYCLINE HCL 3 % OA,CHLORTETRACYCLINE HCL,Aureomycin Ont, 3 % OA,OINT. (G)
15105,TETRACYCLINE HCL 3 % OA,TETRACYCLINE HCL,Achromycin Ont, 3 % OA,OINT. (G)
15148,AMOBARBITAL SODIUM 60 MG CA,AMOBARBITAL SODIUM,Amytal Sodium, 60 MG CA,CAPSULE
15156,AMOBARBITAL SODIUM 200 MG CA,AMOBARBITAL SODIUM,Amytal Sodium Pulvule , 200 MG CA,CAPSULE
15202,ERYTHROMYCIN ESTOLATE 250 MG CA,ERYTHROMYCIN ESTOLATE,Ilosone , 250 MG CA,CAPSULE
15210,GLUTAMIC ACID 340 MG CA,GLUTAMIC ACID,Acidulin Pulvule , 340 MG CA,CAPSULE
15229,NORTRIPTYLINE HCL 10 MG CA,NORTRIPTYLINE HCL,Aventyl, 10 MG CA,CAPSULE
15237,NORTRIPTYLINE HCL 25 MG CA,NORTRIPTYLINE HCL,Aventyl, 25 MG CA,CAPSULE
15261,SECOBARBITAL SODIUM 50 MG CA,SECOBARBITAL SODIUM,Seconal Sodium Pulvule , 50 MG CA,CAPSULE
15288,SECOBARBITAL SODIUM 100 MG CA,SECOBARBITAL SODIUM,Seconal Sodium Pulvule , 100 MG CA,CAPSULE
15318,FLURANDRENOLIDE 0.0125 % KA,FLURANDRENOLIDE,Drenison 1/4 Cream , 0.0125 % KA,CREAM (G)
15326,FLURANDRENOLIDE 0.05 % KA,FLURANDRENOLIDE,Drenison Cream , 0.05 % KA,CREAM (G)
15350,AMOBARBITAL SODIUM 500 MG HS,AMOBARBITAL SODIUM,Amytal Sodium, 500 MG HS,VIAL
15369,CEPHALOTHIN SODIUM 1 G HS,CEPHALOTHIN SODIUM,Keflin Neutral, 1 G HS,VIAL
15377,GLUCAGON 1 MG HS,GLUCAGON,Glucagon Ampoule , 1 MG HS,VIAL
15415,ERYTHROMYCIN GLUCEPTATE 1 G HS,ERYTHROMYCIN GLUCEPTATE,Ilotycin Gluceptate Ampoule , 1 G HS,VIAL
15423,VANCOMYCIN HCL 500 MG HS,VANCOMYCIN HCL,"Sterile Vancomycin Hydrochloride, Usp", 500 MG HS,VIAL
15431,VINBLASTINE SULFATE 10 MG HS,VINBLASTINE SULFATE,Velbe, 10 MG HS,VIAL
15474,ERYTHROMYCIN ESTOLATE 125 MG/5ML SC,ERYTHROMYCIN ESTOLATE,Ilosoneuid, 125 MG/5ML SC,ORAL SUSP
15512,PROTAMINE SULFATE 10 MG/ML HV,PROTAMINE SULFATE,Protamine Sulfate Ampoule , 10 MG/ML HV,VIAL
15547,CEPHALEXIN 125 MG/5ML PD,CEPHALEXIN,Keflex, 125 MG/5ML PD,SUSP RECON
15563,PENICILLIN V POTASSIUM 125 MG/5ML PI,PENICILLIN V POTASSIUM,V Cillin K Pediatric, 125 MG/5ML PI,SOLN RECON
15598,ACETOHEXAMIDE 500 MG TA,ACETOHEXAMIDE,Dimelorlet , 500 MG TA,TABLET
15601,AMOBARBITAL 15 MG TA,AMOBARBITAL,Amytallet , 15 MG TA,TABLET
15628,AMOBARBITAL 30 MG TA,AMOBARBITAL,Amytallet , 30 MG TA,TABLET
15636,AMOBARBITAL 100 MG TA,AMOBARBITAL,Amytallet , 100 MG TA,TABLET
15709,ERGONOVINE MALEATE 0.2 MG TA,ERGONOVINE MALEATE,Ergotrate Maleatelet , 0.2 MG TA,TABLET
15741,METHIMAZOLE 5 MG TA,METHIMAZOLE,Tapazole, 5 MG TA,TABLET
15776,NIACIN 100 MG TA,NIACIN,Niacin , 100 MG TA,TABLET
15865,PYRIDOXINE HCL (VITAMIN B6) 25 MG TA,PYRIDOXINE HCL (VITAMIN B6),Hexa Betalin , 25 MG TA,TABLET
15954,NITROGLYCERIN 0.3 MG TU,NITROGLYCERIN,Nitroglycerin, 0.3 MG TU,TAB SUBL
15970,ERYTHROMYCIN BASE 5 MG/GRAM OA,ERYTHROMYCIN BASE,Ilotycin Cryst Op Ont , 5 MG/GRAM OA,OINT. (G)
15997,ERYTHROMYCIN BASE 10 MG/GRAM OA,ERYTHROMYCIN BASE,Ilotycin, 10 MG/GRAM OA,OINT. (G)
16004,FLURANDRENOLIDE 0.0125 % OA,FLURANDRENOLIDE,Drenison 1/4 Ointment , 0.0125 % OA,OINT. (G)
16012,FLURANDRENOLIDE 0.05 % OA,FLURANDRENOLIDE,Drenison Ointment , 0.05 % OA,OINT. (G)
16039,INDOMETHACIN 25 MG CA,INDOMETHACIN,Indocid, 25 MG CA,CAPSULE
16047,INDOMETHACIN 50 MG CA,INDOMETHACIN,Indocid, 50 MG CA,CAPSULE
16055,PENICILLAMINE 250 MG CA,PENICILLAMINE,Cuprimine, 250 MG CA,CAPSULE
16063,MECHLORETHAMINE HCL 10 MG HS,MECHLORETHAMINE HCL,Mustargen, 10 MG HS,VIAL
16128,BENZTROPINE MESYLATE 2 MG/2 ML HH,BENZTROPINE MESYLATE,Cogentin, 2 MG/2 ML HH,AMPUL
16160,PHYTONADIONE (VIT K1) 10 MG/ML HV,PHYTONADIONE (VIT K1),Aquamephyton, 10 MG/ML HV,VIAL
16179,AMITRIPTYLINE HCL 10 MG/ML HV,AMITRIPTYLINE HCL,Elavil, 10 MG/ML HV,VIAL
16187,METHYLDOPATE HCL 250 MG/5ML HV,METHYLDOPATE HCL,Aldomet Ester Hcl, 250 MG/5ML HV,VIAL
16217,DEXAMETHASONE SODIUM PHOSPHATE 0.1 % SO,DEXAMETHASONE SODIUM PHOSPHATE,Decadron Phosphate Eye Ear Sol, 0.1 % SO,DROPS
16233,INDOMETHACIN 100 MG QA,INDOMETHACIN,Indocid Sup, 100 MG QA,SUPP.RECT
16241,CORTISONE ACETATE 50 MG/ML HV,CORTISONE ACETATE,Cortone Sus, 50 MG/ML HV,VIAL
16306,AMITRIPTYLINE PAMOATE 10 MG/5 ML ST,AMITRIPTYLINE PAMOATE,Elavil Pamoate Syr, 10 MG/5 ML ST,SYRUP
16322,AMITRIPTYLINE HCL 10 MG TA,AMITRIPTYLINE HCL,Elavillet, 10 MG TA,TABLET
16330,AMITRIPTYLINE HCL 25 MG TA,AMITRIPTYLINE HCL,Elavillet, 25 MG TA,TABLET
16349,AMITRIPTYLINE HCL 50 MG TA,AMITRIPTYLINE HCL,Elavillet, 50 MG TA,TABLET
16357,BENZTROPINE MESYLATE 2 MG TA,BENZTROPINE MESYLATE,Cogentin, 2 MG TA,TABLET
16438,CORTISONE ACETATE 5 MG TA,CORTISONE ACETATE,Cortone, 5 MG TA,TABLET
16446,CORTISONE ACETATE 25 MG TA,CORTISONE ACETATE,Cortone, 25 MG TA,TABLET
16454,CYPROHEPTADINE HCL 4 MG TA,CYPROHEPTADINE HCL,Periactin, 4 MG TA,TABLET
16462,DEXAMETHASONE 0.5 MG TA,DEXAMETHASONE,Decadron, 0.5 MG TA,TABLET
16497,ETHACRYNIC ACID 50 MG TA,ETHACRYNIC ACID,Edecrin, 50 MG TA,TABLET
16519,HYDROCHLOROTHIAZIDE 50 MG TA,HYDROCHLOROTHIAZIDE,Hydrodiuril, 50 MG TA,TABLET
16551,METHYLDOPA 125 MG TA,METHYLDOPA,Aldomet, 125 MG TA,TABLET
16578,METHYLDOPA 250 MG TA,METHYLDOPA,Aldomet, 250 MG TA,TABLET
16586,METHYLDOPA 500 MG TA,METHYLDOPA,Aldomet, 500 MG TA,TABLET
16616,PROBENECID 500 MG TA,PROBENECID,Benemid, 500 MG TA,TABLET
17574,HALOPERIDOL LACTATE 5 MG/ML HH,HALOPERIDOL LACTATE,Haldolection, 5 MG/ML HH,AMPUL
17582,HALOPERIDOL LACTATE 2 MG/ML SY,HALOPERIDOL LACTATE,Haldol Sol, 2 MG/ML SY,ORAL CONC
17655,HALOPERIDOL 0.5 MG TA,HALOPERIDOL,Haldol, 0.5 MG TA,TABLET
17663,HALOPERIDOL 1 MG TA,HALOPERIDOL,Haldol, 1 MG TA,TABLET
17671,HALOPERIDOL 2 MG TA,HALOPERIDOL,Haldol, 2 MG TA,TABLET
17698,HALOPERIDOL 5 MG TA,HALOPERIDOL,Haldol, 5 MG TA,TABLET
17841,FERROUS SULFATE 15MG/0.6ML SO,FERROUS SULFATE,Ferinsol Drops, 15MG/0.6ML SO,DROPS
17884,FERROUS SULFATE 150(30)/5 ST,FERROUS SULFATE,Ferinsol Syr, 150(30)/5 ST,SYRUP
17965,CHLOROTRIANISENE 12 MG CA,CHLOROTRIANISENE,Tace, 12 MG CA,CAPSULE
17973,CHLOROTRIANISENE 25 MG CA,CHLOROTRIANISENE,Tace, 25 MG CA,CAPSULE
18007,DICYCLOMINE HCL 10 MG CA,DICYCLOMINE HCL,Bentylolsules, 10 MG CA,CAPSULE
18023,DICYCLOMINE HCL 10 MG/5 ML ST,DICYCLOMINE HCL,Bentylol Syrup, 10 MG/5 ML ST,SYRUP
18031,CLOMIPHENE CITRATE 50 MG TA,CLOMIPHENE CITRATE,Clomid, 50 MG TA,TABLET
18058,DIETHYLPROPION HCL 25 MG TA,DIETHYLPROPION HCL,Tenuatelets, 25 MG TA,TABLET
18678,CODEINE PHOSPHATE 25 MG/5 ML ST,CODEINE PHOSPHATE,Codeine Syr, 25 MG/5 ML ST,SYRUP
18740,PENICILLIN V POTASSIUM 300 MG TA,PENICILLIN V POTASSIUM,Nadopen V, 300 MG TA,TABLET
18953,ETHINYL ESTRADIOL/ETHISTERONE 0.05-50MG TU,ETHINYL ESTRADIOL/ETHISTERONE,Neo Mens, 0.05-50MG TU,TAB SUBL
20893,CHLORAL HYDRATE 500 MG CA,CHLORAL HYDRATE,Novo-Chlorhydrate, 500 MG CA,CAPSULE
20907,CHLORAMPHENICOL 250 MG CA,CHLORAMPHENICOL,Novo-Chlorocap, 250 MG CA,CAPSULE
21008,QUININE SULFATE 200 MG CA,QUININE SULFATE,Teva-Quinine, 200 MG CA,CAPSULE
21016,QUININE SULFATE 300 MG CA,QUININE SULFATE,Teva-Quinine, 300 MG CA,CAPSULE
21067,VITAMIN A 25000 UNIT CA,VITAMIN A,Vitamin A, 25000 UNIT CA,CAPSULE
21075,VITAMIN A 50000 UNIT CA,VITAMIN A,Vitamin A, 50000 UNIT CA,CAPSULE
21237,ASCORBIC ACID 250 MG TA,ASCORBIC ACID,Vitamin C, 250 MG TA,TABLET
21253,CALCIUM LACTATE 650 MG TA,CALCIUM LACTATE,Calcium Lactate, 650 MG TA,TABLET
21261,CHLOROQUINE PHOSPHATE 250 MG TA,CHLOROQUINE PHOSPHATE,Teva-Chloroquine, 250 MG TA,TABLET
21288,CHLORPHENIRAMINE MALEATE 4 MG TA,CHLORPHENIRAMINE MALEATE,Teva-Pheniram, 4 MG TA,TABLET
21342,CHLORPROMAZINE HCL 200 MG TA,CHLORPROMAZINE HCL,Novo-Chlorpromazine, 200 MG TA,TABLET
21431,FERROUS FUMARATE 200 MG TA,FERROUS FUMARATE,Novo-Fumar, 200 MG TA,TABLET
21458,FERROUS GLUCONATE 300(35)MG TA,FERROUS GLUCONATE,Novo-Ferrogluc, 300(35)MG TA,TABLET
21539,MEPROBAMATE 200 MG TA,MEPROBAMATE,Novo-Mepro, 200 MG TA,TABLET
21555,METRONIDAZOLE 250 MG TA,METRONIDAZOLE,Novo-Nidazol, 250 MG TA,TABLET
21563,NITROFURANTOIN 50 MG TA,NITROFURANTOIN,Novo-Furan, 50 MG TA,TABLET
21571,NITROFURANTOIN 100 MG TA,NITROFURANTOIN,Novo-Furan, 100 MG TA,TABLET
21679,PREDNISOLONE 5 MG TA,PREDNISOLONE,Novo-Prednisolone, 5 MG TA,TABLET
21695,PREDNISONE 5 MG TA,PREDNISONE,Teva-Prednisone, 5 MG TA,TABLET
21806,TETRACYCLINE HCL 250 MG TA,TETRACYCLINE HCL,Novo-Tetra, 250 MG TA,TABLET
21822,THIAMINE HCL 50 MG TA,THIAMINE HCL,Thiamine, 50 MG TA,TABLET
21962,FERROUS SULFATE 300(60)MG TA,FERROUS SULFATE,Novo-Ferrosulfa, 300(60)MG TA,TABLET
21970,ASCORBIC ACID 100 MG TA,ASCORBIC ACID,Vitamin C, 100 MG TA,TABLET
21997,ASCORBIC ACID 500 MG TA,ASCORBIC ACID,Vitamin C, 500 MG TA,TABLET
22381,TETRACOSACTIDE (COSYNTROPIN) 0.25 MG HS,TETRACOSACTIDE (COSYNTROPIN),Cortrosyn, 0.25 MG HS,VIAL
22462,NANDROLONE DECANOATE 50MG/ML(1) HV,NANDROLONE DECANOATE,Deca Durabolin, 50MG/ML(1) HV,VIAL
22470,NANDROLONE PHENPROPIONATE 25 MG/ML HV,NANDROLONE PHENPROPIONATE,Durabolin, 25 MG/ML HV,VIAL
22489,NANDROLONE PHENPROPIONATE 50 MG/ML HV,NANDROLONE PHENPROPIONATE,Durabolin, 50 MG/ML HV,VIAL
22535,ETHYLESTRENOL 2 MG TA,ETHYLESTRENOL,Maxibolin, 2 MG TA,TABLET
22608,NORETHINDRONE-MESTRANOL 1 MG-50MCG TA,NORETHINDRONE-MESTRANOL,Ortho-Novum, 1 MG-50MCG TA,TABLET
22632,NORETHINDRONE-MESTRANOL 500-100MCG TA,NORETHINDRONE-MESTRANOL,Ortho-Novum, 500-100MCG TA,TABLET
22640,NORETHINDRONE-MESTRANOL 2-0.1MG TA,NORETHINDRONE-MESTRANOL,Ortho-Novum, 2-0.1MG TA,TABLET
