FullName,GenericName,Dosage
TRIFLUOPERAZINE HCL 5 MG TA,TRIFLUOPERAZINE HCL, 5 MG TA
TRIFLUOPERAZINE HCL 10 MG TA,TRIFLUOPERAZINE HCL, 10 MG TA
DIMERCAPROL 100 MG/ML HH,DIMERCAPROL, 100 MG/ML HH
MINERAL OIL  SQ,MINERAL OIL  SQ,
MORPHINE SULFATE 15 MG/ML HV,MORPHINE SULFATE, 15 MG/ML HV
MINOCYCLINE HCL 100 MG CA,MINOCYCLINE HCL, 100 MG CA
TETRACYCLINE HCL 250 MG CA,TETRACYCLINE HCL, 250 MG CA
TRIAMCINOLONE ACETONIDE 0.1 % KA,TRIAMCINOLONE ACETONIDE, 0.1 % KA
TRIAMCINOLONE ACETONIDE 0.5 % KA,TRIAMCINOLONE ACETONIDE, 0.5 % KA
TRIHEXYPHENIDYL HCL 2 MG/5 ML SE,TRIHEXYPHENIDYL HCL, 2 MG/5 ML SE
ACETAZOLAMIDE SODIUM 500 MG HS,ACETAZOLAMIDE SODIUM, 500 MG HS
TETRACYCLINE HCL 250 MG HS,TETRACYCLINE HCL, 250 MG HS
TETRACYCLINE HCL 500 MG HS,TETRACYCLINE HCL, 500 MG HS
FOLIC ACID 5 MG/ML HV,FOLIC ACID, 5 MG/ML HV
LEUCOVORIN CALCIUM 3 MG/ML HH,LEUCOVORIN CALCIUM, 3 MG/ML HH
TRIAMCINOLONE DIACETATE 25 MG/ML HV,TRIAMCINOLONE DIACETATE, 25 MG/ML HV
TRIAMCINOLONE DIACETATE 40 MG/ML HV,TRIAMCINOLONE DIACETATE, 40 MG/ML HV
NYSTATIN 100000/ML SC,NYSTATIN, 100000/ML SC
TRIAMCINOLONE DIACETATE 2 MG/5 ML ST,TRIAMCINOLONE DIACETATE, 2 MG/5 ML ST
ACETAZOLAMIDE 250 MG TA,ACETAZOLAMIDE, 250 MG TA
METHOTREXATE 2.5 MG TA,METHOTREXATE, 2.5 MG TA
AMINOPHYLLINE 100 MG TA,AMINOPHYLLINE, 100 MG TA
AMINOPHYLLINE 200 MG TA,AMINOPHYLLINE, 200 MG TA
CALCIUM CARBIMIDE 50 MG TA,CALCIUM CARBIMIDE, 50 MG TA
NYSTATIN 500K UNIT TA,NYSTATIN, 500K UNIT TA
PENICILLIN V POTASSIUM 250 MG TA,PENICILLIN V POTASSIUM, 250 MG TA
QUINETHAZONE 50 MG TA,QUINETHAZONE, 50 MG TA
TRIAMCINOLONE 2 MG TA,TRIAMCINOLONE, 2 MG TA
TRIAMCINOLONE 4 MG UD,TRIAMCINOLONE, 4 MG UD
TRIHEXYPHENIDYL HCL 2 MG TA,TRIHEXYPHENIDYL HCL, 2 MG TA
TRIHEXYPHENIDYL HCL 5 MG TA,TRIHEXYPHENIDYL HCL, 5 MG TA
NYSTATIN 100K UNIT TA,NYSTATIN, 100K UNIT TA
CHLORTETRACYCLINE HCL 1 % OA,CHLORTETRACYCLINE HCL, 1 % OA
TETRACYCLINE HCL 1 % OA,TETRACYCLINE HCL, 1 % OA
CHLORTETRACYCLINE HCL 3 % OA,CHLORTETRACYCLINE HCL, 3 % OA
TETRACYCLINE HCL 3 % OA,TETRACYCLINE HCL, 3 % OA
AMOBARBITAL SODIUM 60 MG CA,AMOBARBITAL SODIUM, 60 MG CA
AMOBARBITAL SODIUM 200 MG CA,AMOBARBITAL SODIUM, 200 MG CA
ERYTHROMYCIN ESTOLATE 250 MG CA,ERYTHROMYCIN ESTOLATE, 250 MG CA
GLUTAMIC ACID 340 MG CA,GLUTAMIC ACID, 340 MG CA
NORTRIPTYLINE HCL 10 MG CA,NORTRIPTYLINE HCL, 10 MG CA
NORTRIPTYLINE HCL 25 MG CA,NORTRIPTYLINE HCL, 25 MG CA
SECOBARBITAL SODIUM 50 MG CA,SECOBARBITAL SODIUM, 50 MG CA
SECOBARBITAL SODIUM 100 MG CA,SECOBARBITAL SODIUM, 100 MG CA
FLURANDRENOLIDE 0.0125 % KA,FLURANDRENOLIDE, 0.0125 % KA
FLURANDRENOLIDE 0.05 % KA,FLURANDRENOLIDE, 0.05 % KA
AMOBARBITAL SODIUM 500 MG HS,AMOBARBITAL SODIUM, 500 MG HS
CEPHALOTHIN SODIUM 1 G HS,CEPHALOTHIN SODIUM, 1 G HS
GLUCAGON 1 MG HS,GLUCAGON, 1 MG HS
ERYTHROMYCIN GLUCEPTATE 1 G HS,ERYTHROMYCIN GLUCEPTATE, 1 G HS
VANCOMYCIN HCL 500 MG HS,VANCOMYCIN HCL, 500 MG HS
VINBLASTINE SULFATE 10 MG HS,VINBLASTINE SULFATE, 10 MG HS
ERYTHROMYCIN ESTOLATE 125 MG/5ML SC,ERYTHROMYCIN ESTOLATE, 125 MG/5ML SC
PROTAMINE SULFATE 10 MG/ML HV,PROTAMINE SULFATE, 10 MG/ML HV
CEPHALEXIN 125 MG/5ML PD,CEPHALEXIN, 125 MG/5ML PD
PENICILLIN V POTASSIUM 125 MG/5ML PI,PENICILLIN V POTASSIUM, 125 MG/5ML PI
ACETOHEXAMIDE 500 MG TA,ACETOHEXAMIDE, 500 MG TA
AMOBARBITAL 15 MG TA,AMOBARBITAL, 15 MG TA
AMOBARBITAL 30 MG TA,AMOBARBITAL, 30 MG TA
AMOBARBITAL 100 MG TA,AMOBARBITAL, 100 MG TA
ERGONOVINE MALEATE 0.2 MG TA,ERGONOVINE MALEATE, 0.2 MG TA
METHIMAZOLE 5 MG TA,METHIMAZOLE, 5 MG TA
NIACIN 100 MG TA,NIACIN, 100 MG TA
PYRIDOXINE HCL (VITAMIN B6) 25 MG TA,PYRIDOXINE HCL (VITAMIN B6), 25 MG TA
NITROGLYCERIN 0.3 MG TU,NITROGLYCERIN, 0.3 MG TU
ERYTHROMYCIN BASE 5 MG/GRAM OA,ERYTHROMYCIN BASE, 5 MG/GRAM OA
ERYTHROMYCIN BASE 10 MG/GRAM OA,ERYTHROMYCIN BASE, 10 MG/GRAM OA
FLURANDRENOLIDE 0.0125 % OA,FLURANDRENOLIDE, 0.0125 % OA
FLURANDRENOLIDE 0.05 % OA,FLURANDRENOLIDE, 0.05 % OA
INDOMETHACIN 25 MG CA,INDOMETHACIN, 25 MG CA
INDOMETHACIN 50 MG CA,INDOMETHACIN, 50 MG CA
PENICILLAMINE 250 MG CA,PENICILLAMINE, 250 MG CA
MECHLORETHAMINE HCL 10 MG HS,MECHLORETHAMINE HCL, 10 MG HS
BENZTROPINE MESYLATE 2 MG/2 ML HH,BENZTROPINE MESYLATE, 2 MG/2 ML HH
PHYTONADIONE (VIT K1) 10 MG/ML HV,PHYTONADIONE (VIT K1), 10 MG/ML HV
AMITRIPTYLINE HCL 10 MG/ML HV,AMITRIPTYLINE HCL, 10 MG/ML HV
METHYLDOPATE HCL 250 MG/5ML HV,METHYLDOPATE HCL, 250 MG/5ML HV
DEXAMETHASONE SODIUM PHOSPHATE 0.1 % SO,DEXAMETHASONE SODIUM PHOSPHATE, 0.1 % SO
INDOMETHACIN 100 MG QA,INDOMETHACIN, 100 MG QA
CORTISONE ACETATE 50 MG/ML HV,CORTISONE ACETATE, 50 MG/ML HV
AMITRIPTYLINE PAMOATE 10 MG/5 ML ST,AMITRIPTYLINE PAMOATE, 10 MG/5 ML ST
AMITRIPTYLINE HCL 10 MG TA,AMITRIPTYLINE HCL, 10 MG TA
AMITRIPTYLINE HCL 25 MG TA,AMITRIPTYLINE HCL, 25 MG TA
AMITRIPTYLINE HCL 50 MG TA,AMITRIPTYLINE HCL, 50 MG TA
BENZTROPINE MESYLATE 2 MG TA,BENZTROPINE MESYLATE, 2 MG TA
CORTISONE ACETATE 5 MG TA,CORTISONE ACETATE, 5 MG TA
CORTISONE ACETATE 25 MG TA,CORTISONE ACETATE, 25 MG TA
CYPROHEPTADINE HCL 4 MG TA,CYPROHEPTADINE HCL, 4 MG TA
DEXAMETHASONE 0.5 MG TA,DEXAMETHASONE, 0.5 MG TA
ETHACRYNIC ACID 50 MG TA,ETHACRYNIC ACID, 50 MG TA
HYDROCHLOROTHIAZIDE 50 MG TA,HYDROCHLOROTHIAZIDE, 50 MG TA
METHYLDOPA 125 MG TA,METHYLDOPA, 125 MG TA
METHYLDOPA 250 MG TA,METHYLDOPA, 250 MG TA
METHYLDOPA 500 MG TA,METHYLDOPA, 500 MG TA
PROBENECID 500 MG TA,PROBENECID, 500 MG TA
HALOPERIDOL LACTATE 5 MG/ML HH,HALOPERIDOL LACTATE, 5 MG/ML HH
HALOPERIDOL LACTATE 2 MG/ML SY,HALOPERIDOL LACTATE, 2 MG/ML SY
HALOPERIDOL 0.5 MG TA,HALOPERIDOL, 0.5 MG TA
HALOPERIDOL 1 MG TA,HALOPERIDOL, 1 MG TA
HALOPERIDOL 2 MG TA,HALOPERIDOL, 2 MG TA
HALOPERIDOL 5 MG TA,HALOPERIDOL, 5 MG TA
FERROUS SULFATE 15MG/0.6ML SO,FERROUS SULFATE, 15MG/0.6ML SO
FERROUS SULFATE 150(30)/5 ST,FERROUS SULFATE, 150(30)/5 ST
CHLOROTRIANISENE 12 MG CA,CHLOROTRIANISENE, 12 MG CA
CHLOROTRIANISENE 25 MG CA,CHLOROTRIANISENE, 25 MG CA
DICYCLOMINE HCL 10 MG CA,DICYCLOMINE HCL, 10 MG CA
DICYCLOMINE HCL 10 MG/5 ML ST,DICYCLOMINE HCL, 10 MG/5 ML ST
CLOMIPHENE CITRATE 50 MG TA,CLOMIPHENE CITRATE, 50 MG TA
DIETHYLPROPION HCL 25 MG TA,DIETHYLPROPION HCL, 25 MG TA
CODEINE PHOSPHATE 25 MG/5 ML ST,CODEINE PHOSPHATE, 25 MG/5 ML ST
PENICILLIN V POTASSIUM 300 MG TA,PENICILLIN V POTASSIUM, 300 MG TA
ETHINYL ESTRADIOL/ETHISTERONE 0.05-50MG TU,ETHINYL ESTRADIOL/ETHISTERONE, 0.05-50MG TU
CHLORAL HYDRATE 500 MG CA,CHLORAL HYDRATE, 500 MG CA
CHLORAMPHENICOL 250 MG CA,CHLORAMPHENICOL, 250 MG CA
QUININE SULFATE 200 MG CA,QUININE SULFATE, 200 MG CA
QUININE SULFATE 300 MG CA,QUININE SULFATE, 300 MG CA
VITAMIN A 25000 UNIT CA,VITAMIN A, 25000 UNIT CA
VITAMIN A 50000 UNIT CA,VITAMIN A, 50000 UNIT CA
ASCORBIC ACID 250 MG TA,ASCORBIC ACID, 250 MG TA
CALCIUM LACTATE 650 MG TA,CALCIUM LACTATE, 650 MG TA
CHLOROQUINE PHOSPHATE 250 MG TA,CHLOROQUINE PHOSPHATE, 250 MG TA
CHLORPHENIRAMINE MALEATE 4 MG TA,CHLORPHENIRAMINE MALEATE, 4 MG TA
CHLORPROMAZINE HCL 200 MG TA,CHLORPROMAZINE HCL, 200 MG TA
FERROUS FUMARATE 200 MG TA,FERROUS FUMARATE, 200 MG TA
FERROUS GLUCONATE 300(35)MG TA,FERROUS GLUCONATE, 300(35)MG TA
MEPROBAMATE 200 MG TA,MEPROBAMATE, 200 MG TA
METRONIDAZOLE 250 MG TA,METRONIDAZOLE, 250 MG TA
NITROFURANTOIN 50 MG TA,NITROFURANTOIN, 50 MG TA
NITROFURANTOIN 100 MG TA,NITROFURANTOIN, 100 MG TA
PREDNISOLONE 5 MG TA,PREDNISOLONE, 5 MG TA
PREDNISONE 5 MG TA,PREDNISONE, 5 MG TA
TETRACYCLINE HCL 250 MG TA,TETRACYCLINE HCL, 250 MG TA
THIAMINE HCL 50 MG TA,THIAMINE HCL, 50 MG TA
FERROUS SULFATE 300(60)MG TA,FERROUS SULFATE, 300(60)MG TA
ASCORBIC ACID 100 MG TA,ASCORBIC ACID, 100 MG TA
ASCORBIC ACID 500 MG TA,ASCORBIC ACID, 500 MG TA
TETRACOSACTIDE (COSYNTROPIN) 0.25 MG HS,TETRACOSACTIDE (COSYNTROPIN), 0.25 MG HS
NANDROLONE DECANOATE 50MG/ML(1) HV,NANDROLONE DECANOATE, 50MG/ML(1) HV
NANDROLONE PHENPROPIONATE 25 MG/ML HV,NANDROLONE PHENPROPIONATE, 25 MG/ML HV
NANDROLONE PHENPROPIONATE 50 MG/ML HV,NANDROLONE PHENPROPIONATE, 50 MG/ML HV
ETHYLESTRENOL 2 MG TA,ETHYLESTRENOL, 2 MG TA
NORETHINDRONE-MESTRANOL 1 MG-50MCG TA,NORETHINDRONE-MESTRANOL, 1 MG-50MCG TA
NORETHINDRONE-MESTRANOL 500-100MCG TA,NORETHINDRONE-MESTRANOL, 500-100MCG TA
NORETHINDRONE-MESTRANOL 2-0.1MG TA,NORETHINDRONE-MESTRANOL, 2-0.1MG TA
NORETHINDRONE-MESTRANOL 1 MG-80MCG TA,NORETHINDRONE-MESTRANOL, 1 MG-80MCG TA
DIPHENHYDRAMINE HCL 25 MG CA,DIPHENHYDRAMINE HCL, 25 MG CA
DIPHENHYDRAMINE HCL 50 MG CA,DIPHENHYDRAMINE HCL, 50 MG CA
PHENYTOIN SODIUM EXTENDED 30 MG CA,PHENYTOIN SODIUM EXTENDED, 30 MG CA
PHENYTOIN SODIUM EXTENDED 100 MG CA,PHENYTOIN SODIUM EXTENDED, 100 MG CA
ETHOSUXIMIDE 250 MG CA,ETHOSUXIMIDE, 250 MG CA
METHSUXIMIDE 300 MG CA,METHSUXIMIDE, 300 MG CA
PHENSUXIMIDE 500 MG CA,PHENSUXIMIDE, 500 MG CA
CHLORAMPHENICOL 1 % KA,CHLORAMPHENICOL, 1 % KA
DIPHENHYDRAMINE HCL 12.5MG/5ML SE,DIPHENHYDRAMINE HCL, 12.5MG/5ML SE
FIBRINOLYSIN/DNASE  HS,FIBRINOLYSIN/DNASE  HS,
THROMBIN (BOVINE) 1000 UNIT HS,THROMBIN (BOVINE), 1000 UNIT HS
THROMBIN (BOVINE) 5000 UNIT HS,THROMBIN (BOVINE), 5000 UNIT HS
THROMBIN (BOVINE) 10000 UNIT HS,THROMBIN (BOVINE), 10000 UNIT HS
DIPHENHYDRAMINE HCL 10 MG/ML HV,DIPHENHYDRAMINE HCL, 10 MG/ML HV
DIPHENHYDRAMINE HCL 50 MG/ML HV,DIPHENHYDRAMINE HCL, 50 MG/ML HV
VASOPRESSIN TANNATE 5 UNIT/ML HH,VASOPRESSIN TANNATE, 5 UNIT/ML HH
CHLORAMPHENICOL PALMITATE 125MG/4ML SC,CHLORAMPHENICOL PALMITATE, 125MG/4ML SC
PHENYTOIN 30 MG/5 ML SC,PHENYTOIN, 30 MG/5 ML SC
PHENYTOIN 125 MG/5ML SC,PHENYTOIN, 125 MG/5ML SC
PYRVINIUM PAMOATE 10 MG/ML SC,PYRVINIUM PAMOATE, 10 MG/ML SC
ETHOSUXIMIDE 250 MG/5ML SJ,ETHOSUXIMIDE, 250 MG/5ML SJ
CALCIUM GLUCONATE 650 MG TA,CALCIUM GLUCONATE, 650 MG TA
CASCARA SAGRADA 325 MG TA,CASCARA SAGRADA, 325 MG TA
ACTIVATED CHARCOAL 325 MG TA,ACTIVATED CHARCOAL, 325 MG TA
PHENYTOIN 50 MG TC,PHENYTOIN, 50 MG TC
NORETHINDRONE ACETATE 5 MG TA,NORETHINDRONE ACETATE, 5 MG TA
PHENOBARBITAL 15 MG TA,PHENOBARBITAL, 15 MG TA
PHENOBARBITAL 30 MG TA,PHENOBARBITAL, 30 MG TA
PHENOBARBITAL 60 MG TA,PHENOBARBITAL, 60 MG TA
PREDNISONE 5 MG UD,PREDNISONE, 5 MG UD
PYRVINIUM PAMOATE 50 MG TA,PYRVINIUM PAMOATE, 50 MG TA
SODIUM CHLORIDE 1 G TA,SODIUM CHLORIDE, 1 G TA
THYROID 30 MG TA,THYROID, 30 MG TA
THYROID 60 MG TA,THYROID, 60 MG TA
THYROID 125 MG TA,THYROID, 125 MG TA
NORETHINDRONE AC-ETH ESTRADIOL 1 MG-50MCG TA,NORETHINDRONE AC-ETH ESTRADIOL, 1 MG-50MCG TA
NORETHINDRONE AC-ETH ESTRADIOL 2.5-0.05MG TA,NORETHINDRONE AC-ETH ESTRADIOL, 2.5-0.05MG TA
FIBRINOLYSIN/DNASE  OW,FIBRINOLYSIN/DNASE  OW,
ZINC OXIDE 15 % OA,ZINC OXIDE, 15 % OA
DOXEPIN HCL 10 MG CA,DOXEPIN HCL, 10 MG CA
DOXEPIN HCL 25 MG CA,DOXEPIN HCL, 25 MG CA
DOXEPIN HCL 50 MG CA,DOXEPIN HCL, 50 MG CA
DOXYCYCLINE HYCLATE 100 MG CA,DOXYCYCLINE HYCLATE, 100 MG CA
HYDROXYZINE HCL 10 MG CA,HYDROXYZINE HCL, 10 MG CA
HYDROXYZINE HCL 25 MG CA,HYDROXYZINE HCL, 25 MG CA
HYDROXYZINE HCL 50 MG CA,HYDROXYZINE HCL, 50 MG CA
LITHIUM CARBONATE 300 MG TA,LITHIUM CARBONATE, 300 MG TA
THIOTHIXENE 2 MG CA,THIOTHIXENE, 2 MG CA
THIOTHIXENE 5 MG CA,THIOTHIXENE, 5 MG CA
THIOTHIXENE 10 MG CA,THIOTHIXENE, 10 MG CA
HYDROXYZINE HCL 50 MG/ML HV,HYDROXYZINE HCL, 50 MG/ML HV
HYDROXYZINE HCL 10 MG/5 ML SJ,HYDROXYZINE HCL, 10 MG/5 ML SJ
CHLORPROPAMIDE 100 MG TA,CHLORPROPAMIDE, 100 MG TA
UREA 10 % KA,UREA, 10 % KA
SOD CIT/SORBITOL/SOD LAU SULPH 90-9 MG/ML SF,SOD CIT/SORBITOL/SOD LAU SULPH, 90-9 MG/ML SF
SULFASALAZINE 500 MG TA,SULFASALAZINE, 500 MG TA
FONAZINE MESYLATE 24.9 MG CA,FONAZINE MESYLATE, 24.9 MG CA
PERICIAZINE 5 MG CA,PERICIAZINE, 5 MG CA
PERICIAZINE 10 MG CA,PERICIAZINE, 10 MG CA
METRONIDAZOLE 10 % KW,METRONIDAZOLE, 10 % KW
METHOTRIMEPRAZINE HCL 25 MG/ML HH,METHOTRIMEPRAZINE HCL, 25 MG/ML HH
PROMETHAZINE HCL 25 MG/ML HH,PROMETHAZINE HCL, 25 MG/ML HH
SODIUM AUROTHIOMALATE 10 MG/ML HH,SODIUM AUROTHIOMALATE, 10 MG/ML HH
SODIUM AUROTHIOMALATE 25 MG/ML HH,SODIUM AUROTHIOMALATE, 25 MG/ML HH
SODIUM AUROTHIOMALATE 50 MG/ML HH,SODIUM AUROTHIOMALATE, 50 MG/ML HH
CHLORPROMAZINE HCL 5 MG/ML SL,CHLORPROMAZINE HCL, 5 MG/ML SL
CHLORPROMAZINE HCL 100 MG/5ML SL,CHLORPROMAZINE HCL, 100 MG/5ML SL
CHLORPROMAZINE HCL 40 MG/ML SO,CHLORPROMAZINE HCL, 40 MG/ML SO
METHOTRIMEPRAZINE HCL 25 MG/5 ML SJ,METHOTRIMEPRAZINE HCL, 25 MG/5 ML SJ
METHOTRIMEPRAZINE HCL 40 MG/ML SO,METHOTRIMEPRAZINE HCL, 40 MG/ML SO
PROCHLORPERAZINE MESYLATE 1.5 MG/ML SL,PROCHLORPERAZINE MESYLATE, 1.5 MG/ML SL
TRIMEPRAZINE TARTRATE 2.5 MG/5ML ST,TRIMEPRAZINE TARTRATE, 2.5 MG/5ML ST
CHLORPROMAZINE HCL 100 MG QA,CHLORPROMAZINE HCL, 100 MG QA
PROCHLORPERAZINE 10 MG QA,PROCHLORPERAZINE, 10 MG QA
PROMETHAZINE HCL 10 MG/5 ML ST,PROMETHAZINE HCL, 10 MG/5 ML ST
CHLORPROMAZINE HCL 10 MG TA,CHLORPROMAZINE HCL, 10 MG TA
CHLORPROMAZINE HCL 25 MG TA,CHLORPROMAZINE HCL, 25 MG TA
CHLORPROMAZINE HCL 50 MG TA,CHLORPROMAZINE HCL, 50 MG TA
CHLORPROMAZINE HCL 100 MG TA,CHLORPROMAZINE HCL, 100 MG TA
ETHOPROPAZINE HCL 50 MG TA,ETHOPROPAZINE HCL, 50 MG TA
METHOTRIMEPRAZINE MALEATE 2 MG TA,METHOTRIMEPRAZINE MALEATE, 2 MG TA
METHOTRIMEPRAZINE MALEATE 5 MG TA,METHOTRIMEPRAZINE MALEATE, 5 MG TA
METHOTRIMEPRAZINE MALEATE 25 MG TA,METHOTRIMEPRAZINE MALEATE, 25 MG TA
METHOTRIMEPRAZINE MALEATE 50 MG TA,METHOTRIMEPRAZINE MALEATE, 50 MG TA
PROCHLORPERAZINE MALEATE 5 MG TA,PROCHLORPERAZINE MALEATE, 5 MG TA
PROCHLORPERAZINE MALEATE 10 MG TA,PROCHLORPERAZINE MALEATE, 10 MG TA
PROMETHAZINE HCL 10 MG TA,PROMETHAZINE HCL, 10 MG TA
PROMETHAZINE HCL 50 MG TA,PROMETHAZINE HCL, 50 MG TA
THIOPROPERAZINE MESYLATE 10 MG TA,THIOPROPERAZINE MESYLATE, 10 MG TA
TRIMEPRAZINE TARTRATE 2.5 MG TA,TRIMEPRAZINE TARTRATE, 2.5 MG TA
TRIMEPRAZINE TARTRATE 5 MG TA,TRIMEPRAZINE TARTRATE, 5 MG TA
TRIMEPRAZINE TARTRATE 10 MG TA,TRIMEPRAZINE TARTRATE, 10 MG TA
TRIMIPRAMINE MALEATE 12.5 MG TA,TRIMIPRAMINE MALEATE, 12.5 MG TA
TRIMIPRAMINE MALEATE 25 MG TA,TRIMIPRAMINE MALEATE, 25 MG TA
TRIMIPRAMINE MALEATE 50 MG TA,TRIMIPRAMINE MALEATE, 50 MG TA
TRIMIPRAMINE MALEATE 100 MG TA,TRIMIPRAMINE MALEATE, 100 MG TA
METRONIDAZOLE 500 MG QC,METRONIDAZOLE, 500 MG QC
FLUORIDE (SODIUM) 0.125/DROP SO,FLUORIDE (SODIUM), 0.125/DROP SO
FLUORIDE (SODIUM) 1MG(2.2MG) TC,FLUORIDE (SODIUM), 1MG(2.2MG) TC
SENNOSIDES 15MG/3G PG,SENNOSIDES, 15MG/3G PG
POVIDONE-IODINE 10 % QC,POVIDONE-IODINE, 10 % QC
SENNA 157.5MG PP,SENNA, 157.5MG PP
POVIDONE-IODINE 10 % SA,POVIDONE-IODINE, 10 % SA
SENNOSIDES 30 MG QA,SENNOSIDES, 30 MG QA
SENNOSIDES/DOCUSATE SODIUM 8.6MG-50MG TA,SENNOSIDES/DOCUSATE SODIUM, 8.6MG-50MG TA
QUINIDINE POLYGALACTURONATE 275 MG TA,QUINIDINE POLYGALACTURONATE, 275 MG TA
SENNOSIDES 8.6 MG TA,SENNOSIDES, 8.6 MG TA
WARFARIN POTASSIUM 2 MG TA,WARFARIN POTASSIUM, 2 MG TA
WARFARIN POTASSIUM 5 MG TA,WARFARIN POTASSIUM, 5 MG TA
CHOLINE SALICYLATE/CETALKONIUM 8.7-0.01 % JG,CHOLINE SALICYLATE/CETALKONIUM, 8.7-0.01 % JG
LINDANE 1 % KA,LINDANE, 1 % KA
LINDANE 1 % SK,LINDANE, 1 % SK
LINDANE 1 % SS,LINDANE, 1 % SS
EDETATE CALCIUM DISODIUM 200 MG/ML HH,EDETATE CALCIUM DISODIUM, 200 MG/ML HH
EPINEPHRINE BITARTRATE 0.3 MG AH,EPINEPHRINE BITARTRATE, 0.3 MG AH
ISOPROTERENOL/PHENYLEPHRINE  AH,ISOPROTERENOL/PHENYLEPHRINE  AH,
ISOPROTERENOL SULFATE 2 MG/ML AH,ISOPROTERENOL SULFATE, 2 MG/ML AH
CLOFEDANOL HCL 25 MG/5 ML ST,CLOFEDANOL HCL, 25 MG/5 ML ST
METHENAMINE HIPPURATE 1 G TA,METHENAMINE HIPPURATE, 1 G TA
ORPHENADRINE HCL 50 MG TA,ORPHENADRINE HCL, 50 MG TA
BROMPHENIRAMINE MALEATE 2 MG/5 ML SE,BROMPHENIRAMINE MALEATE, 2 MG/5 ML SE
GLYCOPYRRONIUM(GLYCOPYRROLATE) 0.2 MG/ML HV,GLYCOPYRRONIUM(GLYCOPYRROLATE), 0.2 MG/ML HV
METHOCARBAMOL 100 MG/ML HV,METHOCARBAMOL, 100 MG/ML HV
GUAIFENESIN 100 MG/5ML ST,GUAIFENESIN, 100 MG/5ML ST
BROMPHENIRAMINE MALEATE 4 MG TA,BROMPHENIRAMINE MALEATE, 4 MG TA
DIHYDROXYALUMINUM AMINOACETATE 500 MG TC,DIHYDROXYALUMINUM AMINOACETATE, 500 MG TC
FENFLURAMINE HCL 20 MG TA,FENFLURAMINE HCL, 20 MG TA
GLYCOPYRRONIUM(GLYCOPYRROLATE) 1 MG TA,GLYCOPYRRONIUM(GLYCOPYRROLATE), 1 MG TA
GLYCOPYRRONIUM(GLYCOPYRROLATE) 2 MG TA,GLYCOPYRRONIUM(GLYCOPYRROLATE), 2 MG TA
"MAGNESIUM, ALUMINUM HYDROXIDE 200-225/5 SC","MAGNESIUM, ALUMINUM HYDROXIDE", 200-225/5 SC
"MAGNESIUM, ALUMINUM HYDROXIDE 400-400 TC","MAGNESIUM, ALUMINUM HYDROXIDE", 400-400 TC
DYPHYLLINE 100MG/15ML SE,DYPHYLLINE, 100MG/15ML SE
DYPHYLLINE 250 MG/ML HV,DYPHYLLINE, 250 MG/ML HV
DYPHYLLINE 100MG/15ML SJ,DYPHYLLINE, 100MG/15ML SJ
MAGNESIUM GLUCOHEPTONATE 25 MG/5 ML SL,MAGNESIUM GLUCOHEPTONATE, 25 MG/5 ML SL
POTASSIUM GLUCONATE 52 MG/ML SL,POTASSIUM GLUCONATE, 52 MG/ML SL
DYPHYLLINE 500 MG QA,DYPHYLLINE, 500 MG QA
POTASSIUM CHLORIDE 10MEQ/15ML SL,POTASSIUM CHLORIDE, 10MEQ/15ML SL
DYPHYLLINE 200 MG TA,DYPHYLLINE, 200 MG TA
FRAMYCETIN SULFATE 0.5 % SO,FRAMYCETIN SULFATE, 0.5 % SO
FRAMYCETIN SULFATE/GRAMICID D 1.5-0.005 OA,FRAMYCETIN SULFATE/GRAMICID D, 1.5-0.005 OA
TRIFLUOPERAZINE HCL 1 MG/ML HH,TRIFLUOPERAZINE HCL, 1 MG/ML HH
TRIFLUOPERAZINE HCL 10 MG/ML SY,TRIFLUOPERAZINE HCL, 10 MG/ML SY
AMPHETAMINE SULFATE 5 MG TA,AMPHETAMINE SULFATE, 5 MG TA
DEXTROAMPHETAMINE SULFATE 5 MG TA,DEXTROAMPHETAMINE SULFATE, 5 MG TA
ISOPROPAMIDE IODIDE 5 MG TA,ISOPROPAMIDE IODIDE, 5 MG TA
LIOTHYRONINE SODIUM 5 MCG TA,LIOTHYRONINE SODIUM, 5 MCG TA
LIOTHYRONINE SODIUM 25 MCG TA,LIOTHYRONINE SODIUM, 25 MCG TA
TRANYLCYPROMINE SULFATE 10 MG TA,TRANYLCYPROMINE SULFATE, 10 MG TA
TRIAMTERENE 100 MG TA,TRIAMTERENE, 100 MG TA
IDOXURIDINE 0.5 % OA,IDOXURIDINE, 0.5 % OA
CALCIUM GLUCONATE 100 MG/ML HH,CALCIUM GLUCONATE, 100 MG/ML HH
DESLANOSIDE 0.4MG/2ML HH,DESLANOSIDE, 0.4MG/2ML HH
DIHYDROERGOTAMINE MESYLATE 1 MG/ML HH,DIHYDROERGOTAMINE MESYLATE, 1 MG/ML HH
METHYLERGONOVINE MALEATE .2MG/ML(1) HH,METHYLERGONOVINE MALEATE, .2MG/ML(1) HH
THIETHYLPERAZINE MALEATE 10 MG/ML HH,THIETHYLPERAZINE MALEATE, 10 MG/ML HH
OXYTOCIN 40 UNIT/ML AS,OXYTOCIN, 40 UNIT/ML AS
THIORIDAZINE HCL 30 MG/ML SY,THIORIDAZINE HCL, 30 MG/ML SY
THIORIDAZINE HCL 10 MG/5 ML SC,THIORIDAZINE HCL, 10 MG/5 ML SC
