,FullDosage,MedName,Dosage/Concentration,Quantity
2356,LEVORPHANOL TARTRATE 2 MG TA,LEVORPHANOL,TARTRATE 2 MG TA,0
2357,MENADIOL SODIUM DIPHOSPHATE 5 MG TA,MENADIOL,SODIUM DIPHOSPHATE 5 MG TA,0
2358,NEOSTIGMINE BROMIDE 15 MG TA,NEOSTIGMINE,BROMIDE 15 MG TA,0
2359,PYRIDOSTIGMINE BROMIDE 60 MG TA,PYRIDOSTIGMINE,BROMIDE 60 MG TA,0
2360,SULFAMETHOXAZOLE 500 MG TA,SULFAMETHOXAZOLE,500 MG TA,0
2361,SULFISOXAZOLE 500 MG TA,SULFISOXAZOLE,500 MG TA,0
2362,ASCORBIC ACID 1000 MG TF,ASCORBIC,ACID 1000 MG TF,0
2366,CYCLOPHOSPHAMIDE 200 MG HS,CYCLOPHOSPHAMIDE,200 MG HS,0
2367,CYCLOPHOSPHAMIDE 1 G HS,CYCLOPHOSPHAMIDE,1 G HS,0
2368,DIMENHYDRINATE 10 MG/ML HH,DIMENHYDRINATE,10 MG/ML HH,0
2369,DIMENHYDRINATE 50 MG/ML HV,DIMENHYDRINATE,50 MG/ML HV,0
2385,DIETHYLSTILBESTROL DIPHOSPHATE 50 MG/ML HH,DIETHYLSTILBESTROL,DIPHOSPHATE 50 MG/ML HH,0
2386,DIMENHYDRINATE 50 MG QA,DIMENHYDRINATE,50 MG QA,0
2387,DIMENHYDRINATE 100 MG QA,DIMENHYDRINATE,100 MG QA,0
2399,SIMETHICONE 40 MG/ML SN,SIMETHICONE,40 MG/ML SN,0
2405,"MAGNESIUM, ALUMINUM HYDROXIDE 200-200/5 SC","MAGNESIUM,",ALUMINUM HYDROXIDE 200-200/5 SC,0
2407,ACETAMINOPHEN 500 MG TA,ACETAMINOPHEN,500 MG TA,0
2420,CHLORPROPAMIDE 250 MG TA,CHLORPROPAMIDE,250 MG TA,0
2421,CYCLOPHOSPHAMIDE 50 MG TA,CYCLOPHOSPHAMIDE,50 MG TA,0
2425,DIETHYLSTILBESTROL DIPHOSPHATE 100 MG TA,DIETHYLSTILBESTROL,DIPHOSPHATE 100 MG TA,0
2426,DIMENHYDRINATE 50 MG TA,DIMENHYDRINATE,50 MG TA,0
2438,SIMETHICONE 40 MG TC,SIMETHICONE,40 MG TC,0
2439,"MAGNESIUM, ALUMINUM HYDROXIDE 200-200 MG TC","MAGNESIUM,",ALUMINUM HYDROXIDE 200-200 MG TC,0
2440,MEPROBAMATE 400 MG TA,MEPROBAMATE,400 MG TA,0
2442,TRIFLUOPERAZINE HCL 1 MG TA,TRIFLUOPERAZINE,HCL 1 MG TA,0
2443,TRIFLUOPERAZINE HCL 2 MG TA,TRIFLUOPERAZINE,HCL 2 MG TA,0
2444,TRIFLUOPERAZINE HCL 5 MG TA,TRIFLUOPERAZINE,HCL 5 MG TA,0
2445,TRIFLUOPERAZINE HCL 10 MG TA,TRIFLUOPERAZINE,HCL 10 MG TA,0
2446,DIMERCAPROL 100 MG/ML HH,DIMERCAPROL,100 MG/ML HH,0
2447,MINERAL OIL  SQ,MINERAL,OIL  SQ,0
2448,MORPHINE SULFATE 15 MG/ML HV,MORPHINE,SULFATE 15 MG/ML HV,0
2451,MINOCYCLINE HCL 100 MG CA,MINOCYCLINE,HCL 100 MG CA,0
2452,TETRACYCLINE HCL 250 MG CA,TETRACYCLINE,HCL 250 MG CA,0
2453,TRIAMCINOLONE ACETONIDE 0.1 % KA,TRIAMCINOLONE,ACETONIDE 0.1 % KA,0
2454,TRIAMCINOLONE ACETONIDE 0.5 % KA,TRIAMCINOLONE,ACETONIDE 0.5 % KA,0
2455,TRIHEXYPHENIDYL HCL 2 MG/5 ML SE,TRIHEXYPHENIDYL,HCL 2 MG/5 ML SE,0
2491,ACETAZOLAMIDE SODIUM 500 MG HS,ACETAZOLAMIDE,SODIUM 500 MG HS,0
2521,TETRACYCLINE HCL 250 MG HS,TETRACYCLINE,HCL 250 MG HS,0
2551,TETRACYCLINE HCL 500 MG HS,TETRACYCLINE,HCL 500 MG HS,0
2581,FOLIC ACID 5 MG/ML HV,FOLIC,ACID 5 MG/ML HV,0
2611,LEUCOVORIN CALCIUM 3 MG/ML HH,LEUCOVORIN,CALCIUM 3 MG/ML HH,0
2641,TRIAMCINOLONE DIACETATE 25 MG/ML HV,TRIAMCINOLONE,DIACETATE 25 MG/ML HV,0
2671,TRIAMCINOLONE DIACETATE 40 MG/ML HV,TRIAMCINOLONE,DIACETATE 40 MG/ML HV,0
2672,NYSTATIN 100000/ML SC,NYSTATIN,100000/ML SC,0
2709,TRIAMCINOLONE DIACETATE 2 MG/5 ML ST,TRIAMCINOLONE,DIACETATE 2 MG/5 ML ST,0
2745,ACETAZOLAMIDE 250 MG TA,ACETAZOLAMIDE,250 MG TA,0
2775,METHOTREXATE 2.5 MG TA,METHOTREXATE,2.5 MG TA,0
2776,AMINOPHYLLINE 100 MG TA,AMINOPHYLLINE,100 MG TA,0
2812,AMINOPHYLLINE 200 MG TA,AMINOPHYLLINE,200 MG TA,0
2848,CALCIUM CARBIMIDE 50 MG TA,CALCIUM,CARBIMIDE 50 MG TA,0
2879,NYSTATIN 500K UNIT TA,NYSTATIN,500K UNIT TA,0
2915,PENICILLIN V POTASSIUM 250 MG TA,PENICILLIN,V POTASSIUM 250 MG TA,0
2916,QUINETHAZONE 50 MG TA,QUINETHAZONE,50 MG TA,0
2917,TRIAMCINOLONE 2 MG TA,TRIAMCINOLONE,2 MG TA,0
2953,TRIAMCINOLONE 4 MG UD,TRIAMCINOLONE,4 MG UD,0
2989,TRIHEXYPHENIDYL HCL 2 MG TA,TRIHEXYPHENIDYL,HCL 2 MG TA,0
2990,TRIHEXYPHENIDYL HCL 5 MG TA,TRIHEXYPHENIDYL,HCL 5 MG TA,0
2991,NYSTATIN 100K UNIT TA,NYSTATIN,100K UNIT TA,0
2992,CHLORTETRACYCLINE HCL 1 % OA,CHLORTETRACYCLINE,HCL 1 % OA,0
3022,TETRACYCLINE HCL 1 % OA,TETRACYCLINE,HCL 1 % OA,0
3052,CHLORTETRACYCLINE HCL 3 % OA,CHLORTETRACYCLINE,HCL 3 % OA,0
3082,TETRACYCLINE HCL 3 % OA,TETRACYCLINE,HCL 3 % OA,0
3112,AMOBARBITAL SODIUM 60 MG CA,AMOBARBITAL,SODIUM 60 MG CA,0
3147,AMOBARBITAL SODIUM 200 MG CA,AMOBARBITAL,SODIUM 200 MG CA,0
3183,ERYTHROMYCIN ESTOLATE 250 MG CA,ERYTHROMYCIN,ESTOLATE 250 MG CA,0
3184,GLUTAMIC ACID 340 MG CA,GLUTAMIC,ACID 340 MG CA,0
3185,NORTRIPTYLINE HCL 10 MG CA,NORTRIPTYLINE,HCL 10 MG CA,0
3241,NORTRIPTYLINE HCL 25 MG CA,NORTRIPTYLINE,HCL 25 MG CA,0
3297,SECOBARBITAL SODIUM 50 MG CA,SECOBARBITAL,SODIUM 50 MG CA,0
3298,SECOBARBITAL SODIUM 100 MG CA,SECOBARBITAL,SODIUM 100 MG CA,0
3299,FLURANDRENOLIDE 0.0125 % KA,FLURANDRENOLIDE,0.0125 % KA,0
3300,FLURANDRENOLIDE 0.05 % KA,FLURANDRENOLIDE,0.05 % KA,0
3301,AMOBARBITAL SODIUM 500 MG HS,AMOBARBITAL,SODIUM 500 MG HS,0
3302,CEPHALOTHIN SODIUM 1 G HS,CEPHALOTHIN,SODIUM 1 G HS,0
3303,GLUCAGON 1 MG HS,GLUCAGON,1 MG HS,0
3305,ERYTHROMYCIN GLUCEPTATE 1 G HS,ERYTHROMYCIN,GLUCEPTATE 1 G HS,0
3306,VANCOMYCIN HCL 500 MG HS,VANCOMYCIN,HCL 500 MG HS,0
3307,VINBLASTINE SULFATE 10 MG HS,VINBLASTINE,SULFATE 10 MG HS,0
3308,ERYTHROMYCIN ESTOLATE 125 MG/5ML SC,ERYTHROMYCIN,ESTOLATE 125 MG/5ML SC,0
3309,PROTAMINE SULFATE 10 MG/ML HV,PROTAMINE,SULFATE 10 MG/ML HV,0
3310,CEPHALEXIN 125 MG/5ML PD,CEPHALEXIN,125 MG/5ML PD,0
3311,PENICILLIN V POTASSIUM 125 MG/5ML PI,PENICILLIN,V POTASSIUM 125 MG/5ML PI,0
3312,ACETOHEXAMIDE 500 MG TA,ACETOHEXAMIDE,500 MG TA,0
3313,AMOBARBITAL 15 MG TA,AMOBARBITAL,15 MG TA,0
3314,AMOBARBITAL 30 MG TA,AMOBARBITAL,30 MG TA,0
3316,AMOBARBITAL 100 MG TA,AMOBARBITAL,100 MG TA,0
3317,ERGONOVINE MALEATE 0.2 MG TA,ERGONOVINE,MALEATE 0.2 MG TA,0
3318,METHIMAZOLE 5 MG TA,METHIMAZOLE,5 MG TA,0
3359,NIACIN 100 MG TA,NIACIN,100 MG TA,0
3390,PYRIDOXINE HCL (VITAMIN B6) 25 MG TA,PYRIDOXINE,HCL (VITAMIN B6) 25 MG TA,0
3391,NITROGLYCERIN 0.3 MG TU,NITROGLYCERIN,0.3 MG TU,0
3422,ERYTHROMYCIN BASE 5 MG/GRAM OA,ERYTHROMYCIN,BASE 5 MG/GRAM OA,0
3452,ERYTHROMYCIN BASE 10 MG/GRAM OA,ERYTHROMYCIN,BASE 10 MG/GRAM OA,0
3453,FLURANDRENOLIDE 0.0125 % OA,FLURANDRENOLIDE,0.0125 % OA,0
3454,FLURANDRENOLIDE 0.05 % OA,FLURANDRENOLIDE,0.05 % OA,0
3455,INDOMETHACIN 25 MG CA,INDOMETHACIN,25 MG CA,0
3456,INDOMETHACIN 50 MG CA,INDOMETHACIN,50 MG CA,0
3457,PENICILLAMINE 250 MG CA,PENICILLAMINE,250 MG CA,0
3492,MECHLORETHAMINE HCL 10 MG HS,MECHLORETHAMINE,HCL 10 MG HS,0
3493,BENZTROPINE MESYLATE 2 MG/2 ML HH,BENZTROPINE,MESYLATE 2 MG/2 ML HH,0
3494,PHYTONADIONE (VIT K1) 10 MG/ML HV,PHYTONADIONE,(VIT K1) 10 MG/ML HV,0
3495,AMITRIPTYLINE HCL 10 MG/ML HV,AMITRIPTYLINE,HCL 10 MG/ML HV,0
3496,METHYLDOPATE HCL 250 MG/5ML HV,METHYLDOPATE,HCL 250 MG/5ML HV,0
3497,DEXAMETHASONE SODIUM PHOSPHATE 0.1 % SO,DEXAMETHASONE,SODIUM PHOSPHATE 0.1 % SO,0
3498,INDOMETHACIN 100 MG QA,INDOMETHACIN,100 MG QA,0
3499,CORTISONE ACETATE 50 MG/ML HV,CORTISONE,ACETATE 50 MG/ML HV,0
3502,AMITRIPTYLINE PAMOATE 10 MG/5 ML ST,AMITRIPTYLINE,PAMOATE 10 MG/5 ML ST,0
3504,AMITRIPTYLINE HCL 10 MG TA,AMITRIPTYLINE,HCL 10 MG TA,0
3546,AMITRIPTYLINE HCL 25 MG TA,AMITRIPTYLINE,HCL 25 MG TA,0
3588,AMITRIPTYLINE HCL 50 MG TA,AMITRIPTYLINE,HCL 50 MG TA,0
3630,BENZTROPINE MESYLATE 2 MG TA,BENZTROPINE,MESYLATE 2 MG TA,0
3633,CORTISONE ACETATE 5 MG TA,CORTISONE,ACETATE 5 MG TA,0
3634,CORTISONE ACETATE 25 MG TA,CORTISONE,ACETATE 25 MG TA,0
3635,CYPROHEPTADINE HCL 4 MG TA,CYPROHEPTADINE,HCL 4 MG TA,0
3636,DEXAMETHASONE 0.5 MG TA,DEXAMETHASONE,0.5 MG TA,0
3638,ETHACRYNIC ACID 50 MG TA,ETHACRYNIC,ACID 50 MG TA,0
3675,HYDROCHLOROTHIAZIDE 50 MG TA,HYDROCHLOROTHIAZIDE,50 MG TA,0
3676,METHYLDOPA 125 MG TA,METHYLDOPA,125 MG TA,0
3677,METHYLDOPA 250 MG TA,METHYLDOPA,250 MG TA,0
3678,METHYLDOPA 500 MG TA,METHYLDOPA,500 MG TA,0
3681,PROBENECID 500 MG TA,PROBENECID,500 MG TA,0
3690,HALOPERIDOL LACTATE 5 MG/ML HH,HALOPERIDOL,LACTATE 5 MG/ML HH,0
3732,HALOPERIDOL LACTATE 2 MG/ML SY,HALOPERIDOL,LACTATE 2 MG/ML SY,0
3742,HALOPERIDOL 0.5 MG TA,HALOPERIDOL,0.5 MG TA,0
3743,HALOPERIDOL 1 MG TA,HALOPERIDOL,1 MG TA,0
3744,HALOPERIDOL 2 MG TA,HALOPERIDOL,2 MG TA,0
3745,HALOPERIDOL 5 MG TA,HALOPERIDOL,5 MG TA,0
3748,FERROUS SULFATE 15MG/0.6ML SO,FERROUS,SULFATE 15MG/0.6ML SO,0
3750,FERROUS SULFATE 150(30)/5 ST,FERROUS,SULFATE 150(30)/5 ST,0
3751,CHLOROTRIANISENE 12 MG CA,CHLOROTRIANISENE,12 MG CA,0
3781,CHLOROTRIANISENE 25 MG CA,CHLOROTRIANISENE,25 MG CA,0
3812,DICYCLOMINE HCL 10 MG CA,DICYCLOMINE,HCL 10 MG CA,0
3848,DICYCLOMINE HCL 10 MG/5 ML ST,DICYCLOMINE,HCL 10 MG/5 ML ST,0
3849,CLOMIPHENE CITRATE 50 MG TA,CLOMIPHENE,CITRATE 50 MG TA,0
3850,DIETHYLPROPION HCL 25 MG TA,DIETHYLPROPION,HCL 25 MG TA,0
3860,CODEINE PHOSPHATE 25 MG/5 ML ST,CODEINE,PHOSPHATE 25 MG/5 ML ST,0
3866,PENICILLIN V POTASSIUM 300 MG TA,PENICILLIN,V POTASSIUM 300 MG TA,0
3872,ETHINYL ESTRADIOL/ETHISTERONE 0.05-50MG TU,ETHINYL,ESTRADIOL/ETHISTERONE 0.05-50MG TU,0
3959,CHLORAL HYDRATE 500 MG CA,CHLORAL,HYDRATE 500 MG CA,0
3961,CHLORAMPHENICOL 250 MG CA,CHLORAMPHENICOL,250 MG CA,0
4031,QUININE SULFATE 200 MG CA,QUININE,SULFATE 200 MG CA,0
4032,QUININE SULFATE 300 MG CA,QUININE,SULFATE 300 MG CA,0
4035,VITAMIN A 25000 UNIT CA,VITAMIN,A 25000 UNIT CA,0
4036,VITAMIN A 50000 UNIT CA,VITAMIN,A 50000 UNIT CA,0
4041,ASCORBIC ACID 250 MG TA,ASCORBIC,ACID 250 MG TA,0
4042,CALCIUM LACTATE 650 MG TA,CALCIUM,LACTATE 650 MG TA,0
4043,CHLOROQUINE PHOSPHATE 250 MG TA,CHLOROQUINE,PHOSPHATE 250 MG TA,0
4045,CHLORPHENIRAMINE MALEATE 4 MG TA,CHLORPHENIRAMINE,MALEATE 4 MG TA,0
4051,CHLORPROMAZINE HCL 200 MG TA,CHLORPROMAZINE,HCL 200 MG TA,0
4107,FERROUS FUMARATE 200 MG TA,FERROUS,FUMARATE 200 MG TA,0
4108,FERROUS GLUCONATE 300(35)MG TA,FERROUS,GLUCONATE 300(35)MG TA,0
4185,MEPROBAMATE 200 MG TA,MEPROBAMATE,200 MG TA,0
4216,METRONIDAZOLE 250 MG TA,METRONIDAZOLE,250 MG TA,0
4217,NITROFURANTOIN 50 MG TA,NITROFURANTOIN,50 MG TA,0
4218,NITROFURANTOIN 100 MG TA,NITROFURANTOIN,100 MG TA,0
4221,PREDNISOLONE 5 MG TA,PREDNISOLONE,5 MG TA,0
4222,PREDNISONE 5 MG TA,PREDNISONE,5 MG TA,0
4319,TETRACYCLINE HCL 250 MG TA,TETRACYCLINE,HCL 250 MG TA,0
4355,THIAMINE HCL 50 MG TA,THIAMINE,HCL 50 MG TA,0
4363,FERROUS SULFATE 300(60)MG TA,FERROUS,SULFATE 300(60)MG TA,0
4364,ASCORBIC ACID 100 MG TA,ASCORBIC,ACID 100 MG TA,0
4365,ASCORBIC ACID 500 MG TA,ASCORBIC,ACID 500 MG TA,0
4366,TETRACOSACTIDE (COSYNTROPIN) 0.25 MG HS,TETRACOSACTIDE,(COSYNTROPIN) 0.25 MG HS,0
4367,NANDROLONE DECANOATE 50MG/ML(1) HV,NANDROLONE,DECANOATE 50MG/ML(1) HV,0
4368,NANDROLONE PHENPROPIONATE 25 MG/ML HV,NANDROLONE,PHENPROPIONATE 25 MG/ML HV,0
4369,NANDROLONE PHENPROPIONATE 50 MG/ML HV,NANDROLONE,PHENPROPIONATE 50 MG/ML HV,0
4372,ETHYLESTRENOL 2 MG TA,ETHYLESTRENOL,2 MG TA,0
4374,NORETHINDRONE-MESTRANOL 1 MG-50MCG TA,NORETHINDRONE-MESTRANOL,1 MG-50MCG TA,0
4376,NORETHINDRONE-MESTRANOL 500-100MCG TA,NORETHINDRONE-MESTRANOL,500-100MCG TA,0
4406,NORETHINDRONE-MESTRANOL 2-0.1MG TA,NORETHINDRONE-MESTRANOL,2-0.1MG TA,0
4436,NORETHINDRONE-MESTRANOL 1 MG-80MCG TA,NORETHINDRONE-MESTRANOL,1 MG-80MCG TA,0
4496,DIPHENHYDRAMINE HCL 25 MG CA,DIPHENHYDRAMINE,HCL 25 MG CA,0
4497,DIPHENHYDRAMINE HCL 50 MG CA,DIPHENHYDRAMINE,HCL 50 MG CA,0
4498,PHENYTOIN SODIUM EXTENDED 30 MG CA,PHENYTOIN,SODIUM EXTENDED 30 MG CA,0
4546,PHENYTOIN SODIUM EXTENDED 100 MG CA,PHENYTOIN,SODIUM EXTENDED 100 MG CA,0
4630,ETHOSUXIMIDE 250 MG CA,ETHOSUXIMIDE,250 MG CA,0
4660,METHSUXIMIDE 300 MG CA,METHSUXIMIDE,300 MG CA,0
4690,PHENSUXIMIDE 500 MG CA,PHENSUXIMIDE,500 MG CA,0
4722,CHLORAMPHENICOL 1 % KA,CHLORAMPHENICOL,1 % KA,0
4752,DIPHENHYDRAMINE HCL 12.5MG/5ML SE,DIPHENHYDRAMINE,HCL 12.5MG/5ML SE,0
4753,FIBRINOLYSIN/DNASE  HS,FIBRINOLYSIN/DNASE, HS,0
4754,THROMBIN (BOVINE) 1000 UNIT HS,THROMBIN,(BOVINE) 1000 UNIT HS,0
4784,THROMBIN (BOVINE) 5000 UNIT HS,THROMBIN,(BOVINE) 5000 UNIT HS,0
4785,THROMBIN (BOVINE) 10000 UNIT HS,THROMBIN,(BOVINE) 10000 UNIT HS,0
4786,DIPHENHYDRAMINE HCL 10 MG/ML HV,DIPHENHYDRAMINE,HCL 10 MG/ML HV,0
4792,DIPHENHYDRAMINE HCL 50 MG/ML HV,DIPHENHYDRAMINE,HCL 50 MG/ML HV,0
4794,VASOPRESSIN TANNATE 5 UNIT/ML HH,VASOPRESSIN,TANNATE 5 UNIT/ML HH,0
4825,CHLORAMPHENICOL PALMITATE 125MG/4ML SC,CHLORAMPHENICOL,PALMITATE 125MG/4ML SC,0
4855,PHENYTOIN 30 MG/5 ML SC,PHENYTOIN,30 MG/5 ML SC,0
4903,PHENYTOIN 125 MG/5ML SC,PHENYTOIN,125 MG/5ML SC,0
4963,PYRVINIUM PAMOATE 10 MG/ML SC,PYRVINIUM,PAMOATE 10 MG/ML SC,0
4964,ETHOSUXIMIDE 250 MG/5ML SJ,ETHOSUXIMIDE,250 MG/5ML SJ,0
5000,CALCIUM GLUCONATE 650 MG TA,CALCIUM,GLUCONATE 650 MG TA,0
5004,CASCARA SAGRADA 325 MG TA,CASCARA,SAGRADA 325 MG TA,0
5005,ACTIVATED CHARCOAL 325 MG TA,ACTIVATED,CHARCOAL 325 MG TA,0
5012,PHENYTOIN 50 MG TC,PHENYTOIN,50 MG TC,0
5063,NORETHINDRONE ACETATE 5 MG TA,NORETHINDRONE,ACETATE 5 MG TA,0
5098,PHENOBARBITAL 15 MG TA,PHENOBARBITAL,15 MG TA,0
5099,PHENOBARBITAL 30 MG TA,PHENOBARBITAL,30 MG TA,0
5100,PHENOBARBITAL 60 MG TA,PHENOBARBITAL,60 MG TA,0
5101,PREDNISONE 5 MG UD,PREDNISONE,5 MG UD,0
5102,PYRVINIUM PAMOATE 50 MG TA,PYRVINIUM,PAMOATE 50 MG TA,0
5104,SODIUM CHLORIDE 1 G TA,SODIUM,CHLORIDE 1 G TA,0
5107,THYROID 30 MG TA,THYROID,30 MG TA,0
5108,THYROID 60 MG TA,THYROID,60 MG TA,0
5109,THYROID 125 MG TA,THYROID,125 MG TA,0
5110,NORETHINDRONE AC-ETH ESTRADIOL 1 MG-50MCG TA,NORETHINDRONE,AC-ETH ESTRADIOL 1 MG-50MCG TA,0
5140,NORETHINDRONE AC-ETH ESTRADIOL 2.5-0.05MG TA,NORETHINDRONE,AC-ETH ESTRADIOL 2.5-0.05MG TA,0
5200,FIBRINOLYSIN/DNASE  OW,FIBRINOLYSIN/DNASE, OW,0
5230,ZINC OXIDE 15 % OA,ZINC,OXIDE 15 % OA,0
5234,DOXEPIN HCL 10 MG CA,DOXEPIN,HCL 10 MG CA,0
5290,DOXEPIN HCL 25 MG CA,DOXEPIN,HCL 25 MG CA,0
5346,DOXEPIN HCL 50 MG CA,DOXEPIN,HCL 50 MG CA,0
5402,DOXYCYCLINE HYCLATE 100 MG CA,DOXYCYCLINE,HYCLATE 100 MG CA,0
5403,HYDROXYZINE HCL 10 MG CA,HYDROXYZINE,HCL 10 MG CA,0
5409,HYDROXYZINE HCL 25 MG CA,HYDROXYZINE,HCL 25 MG CA,0
5415,HYDROXYZINE HCL 50 MG CA,HYDROXYZINE,HCL 50 MG CA,0
5421,LITHIUM CARBONATE 300 MG TA,LITHIUM,CARBONATE 300 MG TA,0
5458,THIOTHIXENE 2 MG CA,THIOTHIXENE,2 MG CA,0
5494,THIOTHIXENE 5 MG CA,THIOTHIXENE,5 MG CA,0
5513,THIOTHIXENE 10 MG CA,THIOTHIXENE,10 MG CA,0
5550,HYDROXYZINE HCL 50 MG/ML HV,HYDROXYZINE,HCL 50 MG/ML HV,0
5552,HYDROXYZINE HCL 10 MG/5 ML SJ,HYDROXYZINE,HCL 10 MG/5 ML SJ,0
5561,CHLORPROPAMIDE 100 MG TA,CHLORPROPAMIDE,100 MG TA,0
5566,UREA 10 % KA,UREA,10 % KA,0
5567,SOD CIT/SORBITOL/SOD LAU SULPH 90-9 MG/ML SF,SOD,CIT/SORBITOL/SOD LAU SULPH 90-9 MG/ML SF,0
5568,SULFASALAZINE 500 MG TA,SULFASALAZINE,500 MG TA,0
5569,FONAZINE MESYLATE 24.9 MG CA,FONAZINE,MESYLATE 24.9 MG CA,0
5570,PERICIAZINE 5 MG CA,PERICIAZINE,5 MG CA,0
5606,PERICIAZINE 10 MG CA,PERICIAZINE,10 MG CA,0
5609,METRONIDAZOLE 10 % KW,METRONIDAZOLE,10 % KW,0
5610,METHOTRIMEPRAZINE HCL 25 MG/ML HH,METHOTRIMEPRAZINE,HCL 25 MG/ML HH,0
5640,PROMETHAZINE HCL 25 MG/ML HH,PROMETHAZINE,HCL 25 MG/ML HH,0
5641,SODIUM AUROTHIOMALATE 10 MG/ML HH,SODIUM,AUROTHIOMALATE 10 MG/ML HH,0
5642,SODIUM AUROTHIOMALATE 25 MG/ML HH,SODIUM,AUROTHIOMALATE 25 MG/ML HH,0
5643,SODIUM AUROTHIOMALATE 50 MG/ML HH,SODIUM,AUROTHIOMALATE 50 MG/ML HH,0
5674,CHLORPROMAZINE HCL 5 MG/ML SL,CHLORPROMAZINE,HCL 5 MG/ML SL,0
5710,CHLORPROMAZINE HCL 100 MG/5ML SL,CHLORPROMAZINE,HCL 100 MG/5ML SL,0
5746,CHLORPROMAZINE HCL 40 MG/ML SO,CHLORPROMAZINE,HCL 40 MG/ML SO,0
5782,METHOTRIMEPRAZINE HCL 25 MG/5 ML SJ,METHOTRIMEPRAZINE,HCL 25 MG/5 ML SJ,0
5783,METHOTRIMEPRAZINE HCL 40 MG/ML SO,METHOTRIMEPRAZINE,HCL 40 MG/ML SO,0
5819,PROCHLORPERAZINE MESYLATE 1.5 MG/ML SL,PROCHLORPERAZINE,MESYLATE 1.5 MG/ML SL,0
5849,TRIMEPRAZINE TARTRATE 2.5 MG/5ML ST,TRIMEPRAZINE,TARTRATE 2.5 MG/5ML ST,0
5850,CHLORPROMAZINE HCL 100 MG QA,CHLORPROMAZINE,HCL 100 MG QA,0
5887,PROCHLORPERAZINE 10 MG QA,PROCHLORPERAZINE,10 MG QA,0
5889,PROMETHAZINE HCL 10 MG/5 ML ST,PROMETHAZINE,HCL 10 MG/5 ML ST,0
5892,CHLORPROMAZINE HCL 10 MG TA,CHLORPROMAZINE,HCL 10 MG TA,0
5928,CHLORPROMAZINE HCL 25 MG TA,CHLORPROMAZINE,HCL 25 MG TA,0
5929,CHLORPROMAZINE HCL 50 MG TA,CHLORPROMAZINE,HCL 50 MG TA,0
5930,CHLORPROMAZINE HCL 100 MG TA,CHLORPROMAZINE,HCL 100 MG TA,0
6008,ETHOPROPAZINE HCL 50 MG TA,ETHOPROPAZINE,HCL 50 MG TA,0
6009,METHOTRIMEPRAZINE MALEATE 2 MG TA,METHOTRIMEPRAZINE,MALEATE 2 MG TA,0
6010,METHOTRIMEPRAZINE MALEATE 5 MG TA,METHOTRIMEPRAZINE,MALEATE 5 MG TA,0
6011,METHOTRIMEPRAZINE MALEATE 25 MG TA,METHOTRIMEPRAZINE,MALEATE 25 MG TA,0
6012,METHOTRIMEPRAZINE MALEATE 50 MG TA,METHOTRIMEPRAZINE,MALEATE 50 MG TA,0
6015,PROCHLORPERAZINE MALEATE 5 MG TA,PROCHLORPERAZINE,MALEATE 5 MG TA,0
6016,PROCHLORPERAZINE MALEATE 10 MG TA,PROCHLORPERAZINE,MALEATE 10 MG TA,0
6017,PROMETHAZINE HCL 10 MG TA,PROMETHAZINE,HCL 10 MG TA,0
6018,PROMETHAZINE HCL 50 MG TA,PROMETHAZINE,HCL 50 MG TA,0
6019,THIOPROPERAZINE MESYLATE 10 MG TA,THIOPROPERAZINE,MESYLATE 10 MG TA,0
6055,TRIMEPRAZINE TARTRATE 2.5 MG TA,TRIMEPRAZINE,TARTRATE 2.5 MG TA,0
6056,TRIMEPRAZINE TARTRATE 5 MG TA,TRIMEPRAZINE,TARTRATE 5 MG TA,0
6057,TRIMEPRAZINE TARTRATE 10 MG TA,TRIMEPRAZINE,TARTRATE 10 MG TA,0
6058,TRIMIPRAMINE MALEATE 12.5 MG TA,TRIMIPRAMINE,MALEATE 12.5 MG TA,0
6059,TRIMIPRAMINE MALEATE 25 MG TA,TRIMIPRAMINE,MALEATE 25 MG TA,0
6060,TRIMIPRAMINE MALEATE 50 MG TA,TRIMIPRAMINE,MALEATE 50 MG TA,0
6061,TRIMIPRAMINE MALEATE 100 MG TA,TRIMIPRAMINE,MALEATE 100 MG TA,0
6062,METRONIDAZOLE 500 MG QC,METRONIDAZOLE,500 MG QC,0
6063,FLUORIDE (SODIUM) 0.125/DROP SO,FLUORIDE,(SODIUM) 0.125/DROP SO,0
6064,FLUORIDE (SODIUM) 1MG(2.2MG) TC,FLUORIDE,(SODIUM) 1MG(2.2MG) TC,0
6066,SENNOSIDES 15MG/3G PG,SENNOSIDES,15MG/3G PG,0
6067,POVIDONE-IODINE 10 % QC,POVIDONE-IODINE,10 % QC,0
6068,SENNA 157.5MG PP,SENNA,157.5MG PP,0
6069,POVIDONE-IODINE 10 % SA,POVIDONE-IODINE,10 % SA,0
6070,SENNOSIDES 30 MG QA,SENNOSIDES,30 MG QA,0
6071,SENNOSIDES/DOCUSATE SODIUM 8.6MG-50MG TA,SENNOSIDES/DOCUSATE,SODIUM 8.6MG-50MG TA,0
6077,QUINIDINE POLYGALACTURONATE 275 MG TA,QUINIDINE,POLYGALACTURONATE 275 MG TA,0
6107,SENNOSIDES 8.6 MG TA,SENNOSIDES,8.6 MG TA,0
6119,WARFARIN POTASSIUM 2 MG TA,WARFARIN,POTASSIUM 2 MG TA,0
6120,WARFARIN POTASSIUM 5 MG TA,WARFARIN,POTASSIUM 5 MG TA,0
