,DIN,FullName,GenericName,BrandName,Dosage,DosageForm
214,10383,ACENOCOUMAROL 1 MG TA,ACENOCOUMAROL,Sintrom, 1 MG TA,TABLET
215,10391,ACENOCOUMAROL 4 MG TA,ACENOCOUMAROL,Sintrom, 4 MG TA,TABLET
216,10405,CARBAMAZEPINE 200 MG TA,CARBAMAZEPINE,Tegretol, 200 MG TA,TABLET
217,10413,CHLORTHALIDONE 50 MG TA,CHLORTHALIDONE,Hygroton, 50 MG TA,TABLET
218,10421,CHLORTHALIDONE 100 MG TA,CHLORTHALIDONE,Hygroton, 100 MG TA,TABLET
219,10448,DESIPRAMINE HCL 25 MG TA,DESIPRAMINE HCL,Pertofrane, 25 MG TA,TABLET
220,10464,IMIPRAMINE HCL 10 MG TA,IMIPRAMINE HCL,Tofranil, 10 MG TA,TABLET
221,10472,IMIPRAMINE HCL 25 MG TA,IMIPRAMINE HCL,Tofranil, 25 MG TA,TABLET
222,10480,IMIPRAMINE HCL 50 MG TA,IMIPRAMINE HCL,Tofranil, 50 MG TA,TABLET
223,10502,PHENYLBUTAZONE 100 MG TA,PHENYLBUTAZONE,Butazolidin Tab, 100 MG TA,TABLET
224,10510,SULFINPYRAZONE 100 MG TA,SULFINPYRAZONE,Anturan, 100 MG TA,TABLET
225,10529,SULFINPYRAZONE 200 MG TA,SULFINPYRAZONE,Anturan, 200 MG TA,TABLET
226,10537,PHENYLBUT/MAG TRIS/ALUMINUM  TA,PHENYLBUT/MAG TRIS/ALUMINUM  TA,Alka Butazolidin,,TABLET
227,11916,BETAMETHASONE VALERATE 0.05 % KA,BETAMETHASONE VALERATE,Betnovate , 0.05 % KA,CREAM (G)
228,11924,BETAMETHASONE VALERATE 0.1 % KA,BETAMETHASONE VALERATE,Betnovate Crm, 0.1 % KA,CREAM (G)
229,11932,BETAMETHASONE VALERATE 0.05 % SK,BETAMETHASONE VALERATE,Betnovate , 0.05 % SK,LOTION
230,11940,BETAMETHASONE VALERATE 0.1 % SK,BETAMETHASONE VALERATE,Betnovate Lot, 0.1 % SK,LOTION
231,12033,AMINOPHYLLINE 250MG/10ML HV,AMINOPHYLLINE,Aminophylline Inj, 250MG/10ML HV,VIAL
232,12041,AMINOPHYLLINE 50 MG/ML HH,AMINOPHYLLINE,Aminophylline Inj, 50 MG/ML HH,AMPUL
233,12076,ATROPINE SULFATE 0.6 MG/ML HV,ATROPINE SULFATE,Atropine Sulphate Inj, 0.6 MG/ML HV,VIAL
234,12084,CALCIUM GLUCONATE 100 MG/ML HV,CALCIUM GLUCONATE,Gluconate Calcium Inj, 100 MG/ML HV,VIAL
235,12149,PARALDEHYDE 100 % HH,PARALDEHYDE,Paraldehyde Inj, 100 % HH,AMPUL
236,12173,BETAMETHASONE SODIUM PHOSPHATE 0.1 % SO,BETAMETHASONE SODIUM PHOSPHATE,Betnesol Eye And Ear Drops, 0.1 % SO,DROPS
237,12181,BETAMETHASONE SODIUM PHOSPHATE 5 MG/100ML SF,BETAMETHASONE SODIUM PHOSPHATE,Betnesol Retention Enemas, 5 MG/100ML SF,ENEMA
238,12211,BETAMETHASONE 500 MCG TA,BETAMETHASONE,Betnelan Tab, 500 MCG TA,TABLET
239,12246,"GRISEOFULVIN, MICROSIZE 125 MG TA","GRISEOFULVIN, MICROSIZE",Grisovin Fp Tab, 125 MG TA,TABLET
240,12254,"GRISEOFULVIN, MICROSIZE 250 MG TA","GRISEOFULVIN, MICROSIZE",Grisovin Fp Tab, 250 MG TA,TABLET
241,12262,"GRISEOFULVIN, MICROSIZE 500 MG TA","GRISEOFULVIN, MICROSIZE",Grisovin Fp Tab, 500 MG TA,TABLET
242,12351,BACITRACIN 500 UNIT/G OA,BACITRACIN,Bacitracin Ont, 500 UNIT/G OA,OINT. (G)
243,12378,BETAMETHASONE VALERATE 0.05 % OA,BETAMETHASONE VALERATE,Betnovate , 0.05 % OA,OINT. (G)
244,12386,BETAMETHASONE VALERATE 0.1 % OA,BETAMETHASONE VALERATE,Betnovate Ont, 0.1 % OA,OINT. (G)
245,12483,DOCUSATE CALCIUM 50 MG CA,DOCUSATE CALCIUM,Surfak  , 50 MG CA,CAPSULE
246,12491,DOCUSATE CALCIUM 240 MG CA,DOCUSATE CALCIUM,Surfak , 240 MG CA,CAPSULE
247,12521,ROLITETRACYCLINE 275 MG HS,ROLITETRACYCLINE,Reverin, 275 MG HS,VIAL
248,12580,FUROSEMIDE 40 MG TA,FUROSEMIDE,Lasix Tabs, 40 MG TA,TABLET
249,12599,GLYBURIDE 5 MG TA,GLYBURIDE,Diabeta, 5 MG TA,TABLET
250,12602,TOLBUTAMIDE 500 MG TA,TOLBUTAMIDE,Orinase, 500 MG TA,TABLET
251,12610,TOLBUTAMIDE 1 G TA,TOLBUTAMIDE,Orinase, 1 G TA,TABLET
252,12629,CHLORDIAZEPOXIDE HCL 5 MG CA,CHLORDIAZEPOXIDE HCL,Librium Cap, 5 MG CA,CAPSULE
253,12637,CHLORDIAZEPOXIDE HCL 10 MG CA,CHLORDIAZEPOXIDE HCL,Librium Cap, 10 MG CA,CAPSULE
254,12645,CHLORDIAZEPOXIDE HCL 25 MG CA,CHLORDIAZEPOXIDE HCL,Librium Cap, 25 MG CA,CAPSULE
255,12696,FLURAZEPAM HCL 15 MG CA,FLURAZEPAM HCL,Dalmane, 15 MG CA,CAPSULE
256,12718,FLURAZEPAM HCL 30 MG CA,FLURAZEPAM HCL,Dalmane, 30 MG CA,CAPSULE
257,12742,METHYPRYLON 300 MG CA,METHYPRYLON,Noludar, 300 MG CA,CAPSULE
258,12750,PROCARBAZINE HCL 50 MG CA,PROCARBAZINE HCL,Matulane, 50 MG CA,CAPSULE
259,12815,CHLORDIAZEPOXIDE HCL 100 MG HR,CHLORDIAZEPOXIDE HCL,Librium Inj, 100 MG HR,AMPUL
260,12823,ALPHAPRODINE HCL 40 MG/ML HH,ALPHAPRODINE HCL,Nisentil, 40 MG/ML HH,AMPUL
261,12831,ALPHAPRODINE HCL 60 MG/ML HV,ALPHAPRODINE HCL,Nisentil, 60 MG/ML HV,VIAL
262,12866,ASCORBIC ACID 250 MG/ML HV,ASCORBIC ACID,Redoxon Inj, 250 MG/ML HV,VIAL
263,12874,DIAZEPAM 5 MG/ML HH,DIAZEPAM,Valium Inj Roche, 5 MG/ML HH,AMPUL
264,12882,FLUOROURACIL 5 G/100 ML HV,FLUOROURACIL,Fluorouracil Injection, 5 G/100 ML HV,VIAL
265,12904,LEVORPHANOL TARTRATE 2 MG/ML HH,LEVORPHANOL TARTRATE,Levodromoran Inj, 2 MG/ML HH,AMPUL
266,12912,MENADIOL SODIUM DIPHOSPHATE 5 MG/ML HH,MENADIOL SODIUM DIPHOSPHATE,Synkavite Inj, 5 MG/ML HH,AMPUL
267,12920,MENADIOL SODIUM DIPHOSPHATE 10 MG/ML HH,MENADIOL SODIUM DIPHOSPHATE,Synkavite Inj, 10 MG/ML HH,AMPUL
268,12955,NEOSTIGMINE METHYLSULFATE 0.5 MG/ML HV,NEOSTIGMINE METHYLSULFATE,Prostigmin (1:2000), 0.5 MG/ML HV,VIAL
269,12963,OPIUM 20 MG/ML HH,OPIUM,Pantopon, 20 MG/ML HH,AMPUL
270,12971,PHYTONADIONE (VIT K1) 1MG/0.5ML HH,PHYTONADIONE (VIT K1),Konakion Inj, 1MG/0.5ML HH,AMPUL
271,13064,EDROPHONIUM CHLORIDE 10 MG/ML HV,EDROPHONIUM CHLORIDE,Tensilon, 10 MG/ML HV,VIAL
272,13072,TRIMETHAPHAN CAMSYLATE 50 MG/ML HH,TRIMETHAPHAN CAMSYLATE,Arfonad, 50 MG/ML HH,AMPUL
273,13110,DIAZEPAM 5 MG/5 ML SJ,DIAZEPAM,Valium Oral Suspension, 5 MG/5 ML SJ,SOLUTION
274,13234,CHLORPROTHIXENE 15 MG TA,CHLORPROTHIXENE,Tarasan, 15 MG TA,TABLET
275,13242,CHLORPROTHIXENE 50 MG TA,CHLORPROTHIXENE,Tarasan Tab, 50 MG TA,TABLET
276,13277,DIAZEPAM 2 MG TA,DIAZEPAM,Valium, 2 MG TA,TABLET
277,13285,DIAZEPAM 5 MG TA,DIAZEPAM,Valium, 5 MG TA,TABLET
278,13293,DIAZEPAM 10 MG TA,DIAZEPAM,Valium, 10 MG TA,TABLET
279,13307,ISOCARBOXAZID 10 MG TA,ISOCARBOXAZID,Marplan, 10 MG TA,TABLET
280,13323,ISONIAZID 100 MG TA,ISONIAZID,Rimifon Tab, 100 MG TA,TABLET
281,13331,LEVODOPA 250 MG TA,LEVODOPA,Larodopa Tab, 250 MG TA,TABLET
282,13358,LEVODOPA 500 MG TA,LEVODOPA,Larodopa Tab, 500 MG TA,TABLET
283,13366,LEVORPHANOL TARTRATE 2 MG TA,LEVORPHANOL TARTRATE,Levodromoran Tab, 2 MG TA,TABLET
284,13374,MENADIOL SODIUM DIPHOSPHATE 5 MG TA,MENADIOL SODIUM DIPHOSPHATE,Synkavite, 5 MG TA,TABLET
285,13382,NEOSTIGMINE BROMIDE 15 MG TA,NEOSTIGMINE BROMIDE,Prostigmin, 15 MG TA,TABLET
286,13404,PYRIDOSTIGMINE BROMIDE 60 MG TA,PYRIDOSTIGMINE BROMIDE,Mestinon, 60 MG TA,TABLET
287,13412,SULFAMETHOXAZOLE 500 MG TA,SULFAMETHOXAZOLE,Gantanol Tab, 500 MG TA,TABLET
288,13420,SULFISOXAZOLE 500 MG TA,SULFISOXAZOLE,Gantrisin Tab, 500 MG TA,TABLET
289,13447,ASCORBIC ACID 1000 MG TF,ASCORBIC ACID,Redoxon Effervescent Tab Regular, 1000 MG TF,TABLET EFF
290,13544,CYCLOPHOSPHAMIDE 200 MG HS,CYCLOPHOSPHAMIDE,Procytox Vial, 200 MG HS,VIAL
291,13552,CYCLOPHOSPHAMIDE 1 G HS,CYCLOPHOSPHAMIDE,Procytox Vial, 1 G HS,VIAL
292,13560,DIMENHYDRINATE 10 MG/ML HH,DIMENHYDRINATE,Gravol Iv Ampoules, 10 MG/ML HH,AMPUL
293,13579,DIMENHYDRINATE 50 MG/ML HV,DIMENHYDRINATE,Gravol Im, 50 MG/ML HV,VIAL
294,13587,DIETHYLSTILBESTROL DIPHOSPHATE 50 MG/ML HH,DIETHYLSTILBESTROL DIPHOSPHATE,Honvol Ampoules, 50 MG/ML HH,AMPUL
295,13595,DIMENHYDRINATE 50 MG QA,DIMENHYDRINATE,Gravol Junior Suppositories, 50 MG QA,SUPP.RECT
296,13609,DIMENHYDRINATE 100 MG QA,DIMENHYDRINATE,Gravol Suppositories, 100 MG QA,SUPP.RECT
297,13617,SIMETHICONE 40 MG/ML SN,SIMETHICONE,Ovol Drops, 40 MG/ML SN,DROPS SUSP
298,13625,"MAGNESIUM, ALUMINUM HYDROXIDE 200-200/5 SC","MAGNESIUM, ALUMINUM HYDROXIDE",Univol Suspension, 200-200/5 SC,ORAL SUSP
299,13668,ACETAMINOPHEN 500 MG TA,ACETAMINOPHEN,Atasol Forte Tab, 500 MG TA,TABLET
300,13730,CHLORPROPAMIDE 250 MG TA,CHLORPROPAMIDE,Stabinol Tab, 250 MG TA,TABLET
301,13749,CYCLOPHOSPHAMIDE 50 MG TA,CYCLOPHOSPHAMIDE,Procytox Tablets, 50 MG TA,TABLET
302,13781,DIETHYLSTILBESTROL DIPHOSPHATE 100 MG TA,DIETHYLSTILBESTROL DIPHOSPHATE,Honvol Tablets, 100 MG TA,TABLET
303,13803,DIMENHYDRINATE 50 MG TA,DIMENHYDRINATE,Gravol Tablets, 50 MG TA,TABLET
304,13811,SIMETHICONE 40 MG TC,SIMETHICONE,Ovol Tablets, 40 MG TC,TAB CHEW
305,13838,"MAGNESIUM, ALUMINUM HYDROXIDE 200-200 MG TC","MAGNESIUM, ALUMINUM HYDROXIDE",Diovol Tablets, 200-200 MG TC,TAB CHEW
306,13846,MEPROBAMATE 400 MG TA,MEPROBAMATE,Miltown Tablets, 400 MG TA,TABLET
307,13897,TRIFLUOPERAZINE HCL 1 MG TA,TRIFLUOPERAZINE HCL,Solazine, 1 MG TA,TABLET
308,13900,TRIFLUOPERAZINE HCL 2 MG TA,TRIFLUOPERAZINE HCL,Solazine, 2 MG TA,TABLET
309,13919,TRIFLUOPERAZINE HCL 5 MG TA,TRIFLUOPERAZINE HCL,Solazine, 5 MG TA,TABLET
310,13927,TRIFLUOPERAZINE HCL 10 MG TA,TRIFLUOPERAZINE HCL,Solazine, 10 MG TA,TABLET
311,13935,DIMERCAPROL 100 MG/ML HH,DIMERCAPROL,Bal In Oil Ampules, 100 MG/ML HH,AMPUL
312,13994,MINERAL OIL  SQ,MINERAL OIL  SQ,Paraffinol,,OIL
313,14060,MORPHINE SULFATE 15 MG/ML HV,MORPHINE SULFATE,Morphine Sulphate Inj, 15 MG/ML HV,VIAL
314,14591,MINOCYCLINE HCL 100 MG CA,MINOCYCLINE HCL,Minocin Cap, 100 MG CA,CAPSULE
315,14605,TETRACYCLINE HCL 250 MG CA,TETRACYCLINE HCL,Achromycin V Cap, 250 MG CA,CAPSULE
316,14621,TRIAMCINOLONE ACETONIDE 0.1 % KA,TRIAMCINOLONE ACETONIDE,Aristocort R Crm, 0.1 % KA,CREAM (G)
317,14648,TRIAMCINOLONE ACETONIDE 0.5 % KA,TRIAMCINOLONE ACETONIDE,Aristocort C Crm, 0.5 % KA,CREAM (G)
318,14656,TRIHEXYPHENIDYL HCL 2 MG/5 ML SE,TRIHEXYPHENIDYL HCL,Artane Elx, 2 MG/5 ML SE,ELIXIR
319,14672,ACETAZOLAMIDE SODIUM 500 MG HS,ACETAZOLAMIDE SODIUM,Diamox Sodium Inj, 500 MG HS,VIAL
320,14729,TETRACYCLINE HCL 250 MG HS,TETRACYCLINE HCL,Achromycin Im, 250 MG HS,VIAL
321,14753,TETRACYCLINE HCL 500 MG HS,TETRACYCLINE HCL,Achromycin Iv, 500 MG HS,VIAL
322,14796,FOLIC ACID 5 MG/ML HV,FOLIC ACID,Folvite Inj, 5 MG/ML HV,VIAL
323,14818,LEUCOVORIN CALCIUM 3 MG/ML HH,LEUCOVORIN CALCIUM,Leucovorin Calcium Inj, 3 MG/ML HH,AMPUL
324,14834,TRIAMCINOLONE DIACETATE 25 MG/ML HV,TRIAMCINOLONE DIACETATE,Aristocort Inj Intralesional, 25 MG/ML HV,VIAL
325,14842,TRIAMCINOLONE DIACETATE 40 MG/ML HV,TRIAMCINOLONE DIACETATE,Aristocort Forte Inj, 40 MG/ML HV,VIAL
326,14850,NYSTATIN 100000/ML SC,NYSTATIN,Nilstat Oral Dps, 100000/ML SC,ORAL SUSP
327,14893,TRIAMCINOLONE DIACETATE 2 MG/5 ML ST,TRIAMCINOLONE DIACETATE,Aristocort Syr, 2 MG/5 ML ST,SYRUP
328,14907,ACETAZOLAMIDE 250 MG TA,ACETAZOLAMIDE,Diamox Tab, 250 MG TA,TABLET
329,14915,METHOTREXATE 2.5 MG TA,METHOTREXATE,Methotrexate Tab, 2.5 MG TA,TABLET
330,14923,AMINOPHYLLINE 100 MG TA,AMINOPHYLLINE,Aminophylline Tab, 100 MG TA,TABLET
331,14931,AMINOPHYLLINE 200 MG TA,AMINOPHYLLINE,Aminophylline Tab, 200 MG TA,TABLET
332,14958,CALCIUM CARBIMIDE 50 MG TA,CALCIUM CARBIMIDE,Temposil Tab, 50 MG TA,TABLET
333,14974,NYSTATIN 500K UNIT TA,NYSTATIN,Nilstat Orl Tab, 500K UNIT TA,TABLET
334,14982,PENICILLIN V POTASSIUM 250 MG TA,PENICILLIN V POTASSIUM,Ledercillin Vk Tab, 250 MG TA,TABLET
335,14990,QUINETHAZONE 50 MG TA,QUINETHAZONE,Aquamox Tab, 50 MG TA,TABLET
336,15016,TRIAMCINOLONE 2 MG TA,TRIAMCINOLONE,Aristocort Tab, 2 MG TA,TABLET
337,15024,TRIAMCINOLONE 4 MG UD,TRIAMCINOLONE,Aristocort Tab, 4 MG UD,TAB DS PK
338,15040,TRIHEXYPHENIDYL HCL 2 MG TA,TRIHEXYPHENIDYL HCL,Artane Tab, 2 MG TA,TABLET
339,15059,TRIHEXYPHENIDYL HCL 5 MG TA,TRIHEXYPHENIDYL HCL,Artane Tab, 5 MG TA,TABLET
340,15067,NYSTATIN 100K UNIT TA,NYSTATIN,Nilstat Vag Tab, 100K UNIT TA,TABLET
341,15075,CHLORTETRACYCLINE HCL 1 % OA,CHLORTETRACYCLINE HCL,Aureomycin Ont Oph, 1 % OA,OINT. (G)
342,15083,TETRACYCLINE HCL 1 % OA,TETRACYCLINE HCL,Achromycin Ont Oph, 1 % OA,OINT. (G)
343,15091,CHLORTETRACYCLINE HCL 3 % OA,CHLORTETRACYCLINE HCL,Aureomycin Ont, 3 % OA,OINT. (G)
344,15105,TETRACYCLINE HCL 3 % OA,TETRACYCLINE HCL,Achromycin Ont, 3 % OA,OINT. (G)
345,15148,AMOBARBITAL SODIUM 60 MG CA,AMOBARBITAL SODIUM,Amytal Sodium Cap, 60 MG CA,CAPSULE
346,15156,AMOBARBITAL SODIUM 200 MG CA,AMOBARBITAL SODIUM,Amytal Sodium Pulvule , 200 MG CA,CAPSULE
347,15202,ERYTHROMYCIN ESTOLATE 250 MG CA,ERYTHROMYCIN ESTOLATE,Ilosone , 250 MG CA,CAPSULE
348,15210,GLUTAMIC ACID 340 MG CA,GLUTAMIC ACID,Acidulin Pulvule , 340 MG CA,CAPSULE
349,15229,NORTRIPTYLINE HCL 10 MG CA,NORTRIPTYLINE HCL,Aventyl, 10 MG CA,CAPSULE
350,15237,NORTRIPTYLINE HCL 25 MG CA,NORTRIPTYLINE HCL,Aventyl, 25 MG CA,CAPSULE
351,15261,SECOBARBITAL SODIUM 50 MG CA,SECOBARBITAL SODIUM,Seconal Sodium Pulvule , 50 MG CA,CAPSULE
352,15288,SECOBARBITAL SODIUM 100 MG CA,SECOBARBITAL SODIUM,Seconal Sodium Pulvule , 100 MG CA,CAPSULE
353,15318,FLURANDRENOLIDE 0.0125 % KA,FLURANDRENOLIDE,Drenison 1/4 Cream , 0.0125 % KA,CREAM (G)
354,15326,FLURANDRENOLIDE 0.05 % KA,FLURANDRENOLIDE,Drenison Cream , 0.05 % KA,CREAM (G)
355,15350,AMOBARBITAL SODIUM 500 MG HS,AMOBARBITAL SODIUM,Amytal Sodium, 500 MG HS,VIAL
356,15369,CEPHALOTHIN SODIUM 1 G HS,CEPHALOTHIN SODIUM,Keflin Neutral Inj, 1 G HS,VIAL
357,15377,GLUCAGON 1 MG HS,GLUCAGON,Glucagon Ampoule , 1 MG HS,VIAL
358,15415,ERYTHROMYCIN GLUCEPTATE 1 G HS,ERYTHROMYCIN GLUCEPTATE,Ilotycin Gluceptate Iv Ampoule , 1 G HS,VIAL
359,15423,VANCOMYCIN HCL 500 MG HS,VANCOMYCIN HCL,"Sterile Vancomycin Hydrochloride, Usp", 500 MG HS,VIAL
360,15431,VINBLASTINE SULFATE 10 MG HS,VINBLASTINE SULFATE,Velbe, 10 MG HS,VIAL
361,15474,ERYTHROMYCIN ESTOLATE 125 MG/5ML SC,ERYTHROMYCIN ESTOLATE,Ilosone Liquid, 125 MG/5ML SC,ORAL SUSP
362,15512,PROTAMINE SULFATE 10 MG/ML HV,PROTAMINE SULFATE,Protamine Sulfate Ampoule , 10 MG/ML HV,VIAL
363,15547,CEPHALEXIN 125 MG/5ML PD,CEPHALEXIN,Keflex, 125 MG/5ML PD,SUSP RECON
364,15563,PENICILLIN V POTASSIUM 125 MG/5ML PI,PENICILLIN V POTASSIUM,V Cillin K Pediatric, 125 MG/5ML PI,SOLN RECON
365,15598,ACETOHEXAMIDE 500 MG TA,ACETOHEXAMIDE,Dimelor Tablet , 500 MG TA,TABLET
366,15601,AMOBARBITAL 15 MG TA,AMOBARBITAL,Amytal Tablet , 15 MG TA,TABLET
367,15628,AMOBARBITAL 30 MG TA,AMOBARBITAL,Amytal Tablet , 30 MG TA,TABLET
368,15636,AMOBARBITAL 100 MG TA,AMOBARBITAL,Amytal Tablet , 100 MG TA,TABLET
369,15709,ERGONOVINE MALEATE 0.2 MG TA,ERGONOVINE MALEATE,Ergotrate Maleate Tablet , 0.2 MG TA,TABLET
370,15741,METHIMAZOLE 5 MG TA,METHIMAZOLE,Tapazole, 5 MG TA,TABLET
371,15776,NIACIN 100 MG TA,NIACIN,Niacin , 100 MG TA,TABLET
372,15865,PYRIDOXINE HCL (VITAMIN B6) 25 MG TA,PYRIDOXINE HCL (VITAMIN B6),Hexa Betalin Tab , 25 MG TA,TABLET
373,15954,NITROGLYCERIN 0.3 MG TU,NITROGLYCERIN,Nitroglycerin Tab, 0.3 MG TU,TAB SUBL
374,15970,ERYTHROMYCIN BASE 5 MG/GRAM OA,ERYTHROMYCIN BASE,Ilotycin Cryst Op Ont , 5 MG/GRAM OA,OINT. (G)
375,15997,ERYTHROMYCIN BASE 10 MG/GRAM OA,ERYTHROMYCIN BASE,Ilotycin, 10 MG/GRAM OA,OINT. (G)
376,16004,FLURANDRENOLIDE 0.0125 % OA,FLURANDRENOLIDE,Drenison 1/4 Ointment , 0.0125 % OA,OINT. (G)
377,16012,FLURANDRENOLIDE 0.05 % OA,FLURANDRENOLIDE,Drenison Ointment , 0.05 % OA,OINT. (G)
378,16039,INDOMETHACIN 25 MG CA,INDOMETHACIN,Indocid Cap, 25 MG CA,CAPSULE
379,16047,INDOMETHACIN 50 MG CA,INDOMETHACIN,Indocid Cap, 50 MG CA,CAPSULE
380,16055,PENICILLAMINE 250 MG CA,PENICILLAMINE,Cuprimine, 250 MG CA,CAPSULE
381,16063,MECHLORETHAMINE HCL 10 MG HS,MECHLORETHAMINE HCL,Mustargen, 10 MG HS,VIAL
382,16128,BENZTROPINE MESYLATE 2 MG/2 ML HH,BENZTROPINE MESYLATE,Cogentin Inj, 2 MG/2 ML HH,AMPUL
383,16160,PHYTONADIONE (VIT K1) 10 MG/ML HV,PHYTONADIONE (VIT K1),Aquamephyton Inj, 10 MG/ML HV,VIAL
384,16179,AMITRIPTYLINE HCL 10 MG/ML HV,AMITRIPTYLINE HCL,Elavil Inj, 10 MG/ML HV,VIAL
385,16187,METHYLDOPATE HCL 250 MG/5ML HV,METHYLDOPATE HCL,Aldomet Ester Hcl Inj, 250 MG/5ML HV,VIAL
386,16217,DEXAMETHASONE SODIUM PHOSPHATE 0.1 % SO,DEXAMETHASONE SODIUM PHOSPHATE,Decadron Phosphate Eye Ear Sol, 0.1 % SO,DROPS
387,16233,INDOMETHACIN 100 MG QA,INDOMETHACIN,Indocid Sup, 100 MG QA,SUPP.RECT
388,16241,CORTISONE ACETATE 50 MG/ML HV,CORTISONE ACETATE,Cortone Sus, 50 MG/ML HV,VIAL
389,16306,AMITRIPTYLINE PAMOATE 10 MG/5 ML ST,AMITRIPTYLINE PAMOATE,Elavil Pamoate Syr, 10 MG/5 ML ST,SYRUP
390,16322,AMITRIPTYLINE HCL 10 MG TA,AMITRIPTYLINE HCL,Elavil Tablet, 10 MG TA,TABLET
391,16330,AMITRIPTYLINE HCL 25 MG TA,AMITRIPTYLINE HCL,Elavil Tablet, 25 MG TA,TABLET
392,16349,AMITRIPTYLINE HCL 50 MG TA,AMITRIPTYLINE HCL,Elavil Tablet, 50 MG TA,TABLET
393,16357,BENZTROPINE MESYLATE 2 MG TA,BENZTROPINE MESYLATE,Cogentin Tab, 2 MG TA,TABLET
394,16438,CORTISONE ACETATE 5 MG TA,CORTISONE ACETATE,Cortone Tab, 5 MG TA,TABLET
395,16446,CORTISONE ACETATE 25 MG TA,CORTISONE ACETATE,Cortone Tab, 25 MG TA,TABLET
396,16454,CYPROHEPTADINE HCL 4 MG TA,CYPROHEPTADINE HCL,Periactin Tab, 4 MG TA,TABLET
397,16462,DEXAMETHASONE 0.5 MG TA,DEXAMETHASONE,Decadron Tab, 0.5 MG TA,TABLET
398,16497,ETHACRYNIC ACID 50 MG TA,ETHACRYNIC ACID,Edecrin Tab, 50 MG TA,TABLET
399,16519,HYDROCHLOROTHIAZIDE 50 MG TA,HYDROCHLOROTHIAZIDE,Hydrodiuril Tab, 50 MG TA,TABLET
400,16551,METHYLDOPA 125 MG TA,METHYLDOPA,Aldomet Tab, 125 MG TA,TABLET
401,16578,METHYLDOPA 250 MG TA,METHYLDOPA,Aldomet Tab, 250 MG TA,TABLET
402,16586,METHYLDOPA 500 MG TA,METHYLDOPA,Aldomet Tab, 500 MG TA,TABLET
403,16616,PROBENECID 500 MG TA,PROBENECID,Benemid Tab, 500 MG TA,TABLET
404,17574,HALOPERIDOL LACTATE 5 MG/ML HH,HALOPERIDOL LACTATE,Haldol Injection, 5 MG/ML HH,AMPUL
405,17582,HALOPERIDOL LACTATE 2 MG/ML SY,HALOPERIDOL LACTATE,Haldol Sol, 2 MG/ML SY,ORAL CONC
406,17655,HALOPERIDOL 0.5 MG TA,HALOPERIDOL,Haldol, 0.5 MG TA,TABLET
407,17663,HALOPERIDOL 1 MG TA,HALOPERIDOL,Haldol Tab, 1 MG TA,TABLET
408,17671,HALOPERIDOL 2 MG TA,HALOPERIDOL,Haldol Tab, 2 MG TA,TABLET
409,17698,HALOPERIDOL 5 MG TA,HALOPERIDOL,Haldol Tab, 5 MG TA,TABLET
410,17841,FERROUS SULFATE 15MG/0.6ML SO,FERROUS SULFATE,Ferinsol Drops, 15MG/0.6ML SO,DROPS
411,17884,FERROUS SULFATE 150(30)/5 ST,FERROUS SULFATE,Ferinsol Syr, 150(30)/5 ST,SYRUP
412,17965,CHLOROTRIANISENE 12 MG CA,CHLOROTRIANISENE,Tace Cap, 12 MG CA,CAPSULE
413,17973,CHLOROTRIANISENE 25 MG CA,CHLOROTRIANISENE,Tace Cap, 25 MG CA,CAPSULE
414,18007,DICYCLOMINE HCL 10 MG CA,DICYCLOMINE HCL,Bentylol Capsules, 10 MG CA,CAPSULE
415,18023,DICYCLOMINE HCL 10 MG/5 ML ST,DICYCLOMINE HCL,Bentylol Syrup, 10 MG/5 ML ST,SYRUP
416,18031,CLOMIPHENE CITRATE 50 MG TA,CLOMIPHENE CITRATE,Clomid, 50 MG TA,TABLET
417,18058,DIETHYLPROPION HCL 25 MG TA,DIETHYLPROPION HCL,Tenuate Tablets, 25 MG TA,TABLET
418,18678,CODEINE PHOSPHATE 25 MG/5 ML ST,CODEINE PHOSPHATE,Codeine Syr, 25 MG/5 ML ST,SYRUP
419,18740,PENICILLIN V POTASSIUM 300 MG TA,PENICILLIN V POTASSIUM,Nadopen V Tab, 300 MG TA,TABLET
420,18953,ETHINYL ESTRADIOL/ETHISTERONE 0.05-50MG TU,ETHINYL ESTRADIOL/ETHISTERONE,Neo Mens Tab, 0.05-50MG TU,TAB SUBL
421,20893,CHLORAL HYDRATE 500 MG CA,CHLORAL HYDRATE,Novo-Chlorhydrate Cap, 500 MG CA,CAPSULE
422,20907,CHLORAMPHENICOL 250 MG CA,CHLORAMPHENICOL,Novo-Chlorocap Cap, 250 MG CA,CAPSULE
423,21008,QUININE SULFATE 200 MG CA,QUININE SULFATE,Teva-Quinine, 200 MG CA,CAPSULE
424,21016,QUININE SULFATE 300 MG CA,QUININE SULFATE,Teva-Quinine, 300 MG CA,CAPSULE
425,21067,VITAMIN A 25000 UNIT CA,VITAMIN A,Vitamin A Cap, 25000 UNIT CA,CAPSULE
426,21075,VITAMIN A 50000 UNIT CA,VITAMIN A,Vitamin A Cap, 50000 UNIT CA,CAPSULE
427,21237,ASCORBIC ACID 250 MG TA,ASCORBIC ACID,Vitamin C, 250 MG TA,TABLET
428,21253,CALCIUM LACTATE 650 MG TA,CALCIUM LACTATE,Calcium Lactate Tab, 650 MG TA,TABLET
